"";"Event.Index";"UTC.Timestamp";"UTC.Date";"Local.Timestamp";"Local.Timezone";"Local.Date";"Experiment.ID";"Experiment.Version";"Tree.Node.Key";"Repeat.Key";"Schedule.ID";"Participant.Public.ID";"Participant.Private.ID";"Participant.Starting.Group";"Participant.Status";"Participant.Completion.Code";"Participant.External.Session.ID";"Participant.Device.Type";"Participant.Device";"Participant.OS";"Participant.Browser";"Participant.Monitor.Size";"Participant.Viewport.Size";"Checkpoint";"Task.Name";"Task.Version";"counterbalance.9qvq";"checkpoint.4d69";"checkpoint.7y1f";"checkpoint.fqea";"Question.Key";"Response"
"285";"3";1590825644630;"30/05/2020 08:00:44";1590825645829;2;"30/05/2020 10:00:45";18755;2;"questionnaire-89vf";NA;5216488;"5dde6acfcaee3edc541ad36b";1473563;NA;"complete";NA;"5ed20a57cd9b9416fb4727d5";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x970";"after demographic";"demographic";4;"BRAC1_horiAL_1st300";"after consent";"after demographic";"Task done";"sex-quantised";"1"
"286";"4";1590825644630;"30/05/2020 08:00:44";1590825645829;2;"30/05/2020 10:00:45";18755;2;"questionnaire-89vf";NA;5216488;"5dde6acfcaee3edc541ad36b";1473563;NA;"complete";NA;"5ed20a57cd9b9416fb4727d5";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x970";"after demographic";"demographic";4;"BRAC1_horiAL_1st300";"after consent";"after demographic";"Task done";"age";"32"
"287";"5";1590825644630;"30/05/2020 08:00:44";1590825645829;2;"30/05/2020 10:00:45";18755;2;"questionnaire-89vf";NA;5216488;"5dde6acfcaee3edc541ad36b";1473563;NA;"complete";NA;"5ed20a57cd9b9416fb4727d5";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x970";"after demographic";"demographic";4;"BRAC1_horiAL_1st300";"after consent";"after demographic";"Task done";"response-2";"right-handed"
"288";"6";1590825644630;"30/05/2020 08:00:44";1590825645830;2;"30/05/2020 10:00:45";18755;2;"questionnaire-89vf";NA;5216488;"5dde6acfcaee3edc541ad36b";1473563;NA;"complete";NA;"5ed20a57cd9b9416fb4727d5";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x970";"after demographic";"demographic";4;"BRAC1_horiAL_1st300";"after consent";"after demographic";"Task done";"response-2-quantised";"1"
"289";"7";1590825644630;"30/05/2020 08:00:44";1590825645830;2;"30/05/2020 10:00:45";18755;2;"questionnaire-89vf";NA;5216488;"5dde6acfcaee3edc541ad36b";1473563;NA;"complete";NA;"5ed20a57cd9b9416fb4727d5";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x970";"after demographic";"demographic";4;"BRAC1_horiAL_1st300";"after consent";"after demographic";"Task done";"response-2-text";""
"290";"8";1590825644630;"30/05/2020 08:00:44";1590825645830;2;"30/05/2020 10:00:45";18755;2;"questionnaire-89vf";NA;5216488;"5dde6acfcaee3edc541ad36b";1473563;NA;"complete";NA;"5ed20a57cd9b9416fb4727d5";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x970";"after demographic";"demographic";4;"BRAC1_horiAL_1st300";"after consent";"after demographic";"Task done";"response-3";"Italian"
"291";"9";1590825644630;"30/05/2020 08:00:44";1590825645830;2;"30/05/2020 10:00:45";18755;2;"questionnaire-89vf";NA;5216488;"5dde6acfcaee3edc541ad36b";1473563;NA;"complete";NA;"5ed20a57cd9b9416fb4727d5";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x970";"after demographic";"demographic";4;"BRAC1_horiAL_1st300";"after consent";"after demographic";"Task done";"country";"Italy"
"292";"10";1590825644630;"30/05/2020 08:00:44";1590825645830;2;"30/05/2020 10:00:45";18755;2;"questionnaire-89vf";NA;5216488;"5dde6acfcaee3edc541ad36b";1473563;NA;"complete";NA;"5ed20a57cd9b9416fb4727d5";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x970";"after demographic";"demographic";4;"BRAC1_horiAL_1st300";"after consent";"after demographic";"Task done";"education";"Some university/higher education but no degree"
"293";"11";1590825644630;"30/05/2020 08:00:44";1590825645830;2;"30/05/2020 10:00:45";18755;2;"questionnaire-89vf";NA;5216488;"5dde6acfcaee3edc541ad36b";1473563;NA;"complete";NA;"5ed20a57cd9b9416fb4727d5";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x970";"after demographic";"demographic";4;"BRAC1_horiAL_1st300";"after consent";"after demographic";"Task done";"education-quantised";"4"
"294";"12";1590825644630;"30/05/2020 08:00:44";1590825645830;2;"30/05/2020 10:00:45";18755;2;"questionnaire-89vf";NA;5216488;"5dde6acfcaee3edc541ad36b";1473563;NA;"complete";NA;"5ed20a57cd9b9416fb4727d5";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x970";"after demographic";"demographic";4;"BRAC1_horiAL_1st300";"after consent";"after demographic";"Task done";"psyKnowledge";"Not at all"
"295";"13";1590825644630;"30/05/2020 08:00:44";1590825645830;2;"30/05/2020 10:00:45";18755;2;"questionnaire-89vf";NA;5216488;"5dde6acfcaee3edc541ad36b";1473563;NA;"complete";NA;"5ed20a57cd9b9416fb4727d5";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x970";"after demographic";"demographic";4;"BRAC1_horiAL_1st300";"after consent";"after demographic";"Task done";"psyKnowledge-quantised";"1"
"296";"14";1590825644630;"30/05/2020 08:00:44";1590825645830;2;"30/05/2020 10:00:45";18755;2;"questionnaire-89vf";NA;5216488;"5dde6acfcaee3edc541ad36b";1473563;NA;"complete";NA;"5ed20a57cd9b9416fb4727d5";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x970";"after demographic";"demographic";4;"BRAC1_horiAL_1st300";"after consent";"after demographic";"Task done";"comment";""
"297";"15";1590825644630;"30/05/2020 08:00:44";1590825645831;2;"30/05/2020 10:00:45";18755;2;"questionnaire-89vf";NA;5216488;"5dde6acfcaee3edc541ad36b";1473563;NA;"complete";NA;"5ed20a57cd9b9416fb4727d5";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x970";"after demographic";"demographic";4;"BRAC1_horiAL_1st300";"after consent";"after demographic";"Task done";"END QUESTIONNAIRE";"26611"
"298";"1";1590826873236;"30/05/2020 08:21:13";1590826873051;1;"30/05/2020 09:21:13";18755;2;"questionnaire-89vf";NA;5216682;"5eabe11e57f54b1d4b51c985";1473557;NA;"complete";NA;"5ed20a5186801904e5db662f";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1366x768";"1366x625";"after demographic";"demographic";4;"BRAC1_horiLA_1st300";"after consent";"after demographic";"Task done";"BEGIN QUESTIONNAIRE";""
"299";"2";1590826942453;"30/05/2020 08:22:22";1590826942297;1;"30/05/2020 09:22:22";18755;2;"questionnaire-89vf";NA;5216682;"5eabe11e57f54b1d4b51c985";1473557;NA;"complete";NA;"5ed20a5186801904e5db662f";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1366x768";"1349x625";"after demographic";"demographic";4;"BRAC1_horiLA_1st300";"after consent";"after demographic";"Task done";"sex";"female"
"300";"3";1590826943172;"30/05/2020 08:22:23";1590826942306;1;"30/05/2020 09:22:22";18755;2;"questionnaire-89vf";NA;5216682;"5eabe11e57f54b1d4b51c985";1473557;NA;"complete";NA;"5ed20a5186801904e5db662f";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1366x768";"1349x625";"after demographic";"demographic";4;"BRAC1_horiLA_1st300";"after consent";"after demographic";"Task done";"sex-quantised";"2"
"301";"4";1590826943172;"30/05/2020 08:22:23";1590826942307;1;"30/05/2020 09:22:22";18755;2;"questionnaire-89vf";NA;5216682;"5eabe11e57f54b1d4b51c985";1473557;NA;"complete";NA;"5ed20a5186801904e5db662f";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1366x768";"1349x625";"after demographic";"demographic";4;"BRAC1_horiLA_1st300";"after consent";"after demographic";"Task done";"age";"27"
"302";"5";1590826943172;"30/05/2020 08:22:23";1590826942308;1;"30/05/2020 09:22:22";18755;2;"questionnaire-89vf";NA;5216682;"5eabe11e57f54b1d4b51c985";1473557;NA;"complete";NA;"5ed20a5186801904e5db662f";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1366x768";"1349x625";"after demographic";"demographic";4;"BRAC1_horiLA_1st300";"after consent";"after demographic";"Task done";"response-2";"right-handed"
"303";"6";1590826943172;"30/05/2020 08:22:23";1590826942309;1;"30/05/2020 09:22:22";18755;2;"questionnaire-89vf";NA;5216682;"5eabe11e57f54b1d4b51c985";1473557;NA;"complete";NA;"5ed20a5186801904e5db662f";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1366x768";"1349x625";"after demographic";"demographic";4;"BRAC1_horiLA_1st300";"after consent";"after demographic";"Task done";"response-2-quantised";"1"
"304";"7";1590826943172;"30/05/2020 08:22:23";1590826942311;1;"30/05/2020 09:22:22";18755;2;"questionnaire-89vf";NA;5216682;"5eabe11e57f54b1d4b51c985";1473557;NA;"complete";NA;"5ed20a5186801904e5db662f";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1366x768";"1349x625";"after demographic";"demographic";4;"BRAC1_horiLA_1st300";"after consent";"after demographic";"Task done";"response-2-text";""
"305";"8";1590826943172;"30/05/2020 08:22:23";1590826942312;1;"30/05/2020 09:22:22";18755;2;"questionnaire-89vf";NA;5216682;"5eabe11e57f54b1d4b51c985";1473557;NA;"complete";NA;"5ed20a5186801904e5db662f";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1366x768";"1349x625";"after demographic";"demographic";4;"BRAC1_horiLA_1st300";"after consent";"after demographic";"Task done";"response-3";"English"
"306";"9";1590826943172;"30/05/2020 08:22:23";1590826942312;1;"30/05/2020 09:22:22";18755;2;"questionnaire-89vf";NA;5216682;"5eabe11e57f54b1d4b51c985";1473557;NA;"complete";NA;"5ed20a5186801904e5db662f";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1366x768";"1349x625";"after demographic";"demographic";4;"BRAC1_horiLA_1st300";"after consent";"after demographic";"Task done";"country";""
"307";"10";1590826943172;"30/05/2020 08:22:23";1590826942313;1;"30/05/2020 09:22:22";18755;2;"questionnaire-89vf";NA;5216682;"5eabe11e57f54b1d4b51c985";1473557;NA;"complete";NA;"5ed20a5186801904e5db662f";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1366x768";"1349x625";"after demographic";"demographic";4;"BRAC1_horiLA_1st300";"after consent";"after demographic";"Task done";"education";"Bachelor degree"
"308";"11";1590826943172;"30/05/2020 08:22:23";1590826942315;1;"30/05/2020 09:22:22";18755;2;"questionnaire-89vf";NA;5216682;"5eabe11e57f54b1d4b51c985";1473557;NA;"complete";NA;"5ed20a5186801904e5db662f";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1366x768";"1349x625";"after demographic";"demographic";4;"BRAC1_horiLA_1st300";"after consent";"after demographic";"Task done";"education-quantised";"5"
"309";"12";1590826943172;"30/05/2020 08:22:23";1590826942315;1;"30/05/2020 09:22:22";18755;2;"questionnaire-89vf";NA;5216682;"5eabe11e57f54b1d4b51c985";1473557;NA;"complete";NA;"5ed20a5186801904e5db662f";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1366x768";"1349x625";"after demographic";"demographic";4;"BRAC1_horiLA_1st300";"after consent";"after demographic";"Task done";"psyKnowledge";"Not at all"
"310";"13";1590826943172;"30/05/2020 08:22:23";1590826942316;1;"30/05/2020 09:22:22";18755;2;"questionnaire-89vf";NA;5216682;"5eabe11e57f54b1d4b51c985";1473557;NA;"complete";NA;"5ed20a5186801904e5db662f";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1366x768";"1349x625";"after demographic";"demographic";4;"BRAC1_horiLA_1st300";"after consent";"after demographic";"Task done";"psyKnowledge-quantised";"1"
"311";"14";1590826943172;"30/05/2020 08:22:23";1590826942317;1;"30/05/2020 09:22:22";18755;2;"questionnaire-89vf";NA;5216682;"5eabe11e57f54b1d4b51c985";1473557;NA;"complete";NA;"5ed20a5186801904e5db662f";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1366x768";"1349x625";"after demographic";"demographic";4;"BRAC1_horiLA_1st300";"after consent";"after demographic";"Task done";"comment";""
"312";"15";1590826943172;"30/05/2020 08:22:23";1590826942317;1;"30/05/2020 09:22:22";18755;2;"questionnaire-89vf";NA;5216682;"5eabe11e57f54b1d4b51c985";1473557;NA;"complete";NA;"5ed20a5186801904e5db662f";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1366x768";"1349x625";"after demographic";"demographic";4;"BRAC1_horiLA_1st300";"after consent";"after demographic";"Task done";"END QUESTIONNAIRE";"69266"
"313";"1";1590824791982;"30/05/2020 07:46:31";1590824791143;2;"30/05/2020 09:46:31";18755;2;"questionnaire-89vf";NA;5216335;"5eb185511f2ed228a7d73436";1473549;NA;"complete";NA;"5ed20a543a625804d758dbdb";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1920x979";"after demographic";"demographic";4;"BRAC1_vertLA_1st300";"after consent";"after demographic";"Task done";"BEGIN QUESTIONNAIRE";""
"314";"2";1590824814611;"30/05/2020 07:46:54";1590824813822;2;"30/05/2020 09:46:53";18755;2;"questionnaire-89vf";NA;5216335;"5eb185511f2ed228a7d73436";1473549;NA;"complete";NA;"5ed20a543a625804d758dbdb";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x979";"after demographic";"demographic";4;"BRAC1_vertLA_1st300";"after consent";"after demographic";"Task done";"sex";"male"
"315";"3";1590824814846;"30/05/2020 07:46:54";1590824813824;2;"30/05/2020 09:46:53";18755;2;"questionnaire-89vf";NA;5216335;"5eb185511f2ed228a7d73436";1473549;NA;"complete";NA;"5ed20a543a625804d758dbdb";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x979";"after demographic";"demographic";4;"BRAC1_vertLA_1st300";"after consent";"after demographic";"Task done";"sex-quantised";"1"
"316";"4";1590824814846;"30/05/2020 07:46:54";1590824813824;2;"30/05/2020 09:46:53";18755;2;"questionnaire-89vf";NA;5216335;"5eb185511f2ed228a7d73436";1473549;NA;"complete";NA;"5ed20a543a625804d758dbdb";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x979";"after demographic";"demographic";4;"BRAC1_vertLA_1st300";"after consent";"after demographic";"Task done";"age";"24"
"317";"5";1590824814846;"30/05/2020 07:46:54";1590824813824;2;"30/05/2020 09:46:53";18755;2;"questionnaire-89vf";NA;5216335;"5eb185511f2ed228a7d73436";1473549;NA;"complete";NA;"5ed20a543a625804d758dbdb";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x979";"after demographic";"demographic";4;"BRAC1_vertLA_1st300";"after consent";"after demographic";"Task done";"response-2";"right-handed"
"318";"6";1590824814846;"30/05/2020 07:46:54";1590824813824;2;"30/05/2020 09:46:53";18755;2;"questionnaire-89vf";NA;5216335;"5eb185511f2ed228a7d73436";1473549;NA;"complete";NA;"5ed20a543a625804d758dbdb";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x979";"after demographic";"demographic";4;"BRAC1_vertLA_1st300";"after consent";"after demographic";"Task done";"response-2-quantised";"1"
"319";"7";1590824814846;"30/05/2020 07:46:54";1590824813824;2;"30/05/2020 09:46:53";18755;2;"questionnaire-89vf";NA;5216335;"5eb185511f2ed228a7d73436";1473549;NA;"complete";NA;"5ed20a543a625804d758dbdb";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x979";"after demographic";"demographic";4;"BRAC1_vertLA_1st300";"after consent";"after demographic";"Task done";"response-2-text";""
"320";"8";1590824814846;"30/05/2020 07:46:54";1590824813824;2;"30/05/2020 09:46:53";18755;2;"questionnaire-89vf";NA;5216335;"5eb185511f2ed228a7d73436";1473549;NA;"complete";NA;"5ed20a543a625804d758dbdb";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x979";"after demographic";"demographic";4;"BRAC1_vertLA_1st300";"after consent";"after demographic";"Task done";"response-3";"English"
"321";"9";1590824814846;"30/05/2020 07:46:54";1590824813824;2;"30/05/2020 09:46:53";18755;2;"questionnaire-89vf";NA;5216335;"5eb185511f2ed228a7d73436";1473549;NA;"complete";NA;"5ed20a543a625804d758dbdb";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x979";"after demographic";"demographic";4;"BRAC1_vertLA_1st300";"after consent";"after demographic";"Task done";"country";"USA"
"322";"10";1590824814846;"30/05/2020 07:46:54";1590824813825;2;"30/05/2020 09:46:53";18755;2;"questionnaire-89vf";NA;5216335;"5eb185511f2ed228a7d73436";1473549;NA;"complete";NA;"5ed20a543a625804d758dbdb";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x979";"after demographic";"demographic";4;"BRAC1_vertLA_1st300";"after consent";"after demographic";"Task done";"education";"Bachelor degree"
"323";"11";1590824814846;"30/05/2020 07:46:54";1590824813825;2;"30/05/2020 09:46:53";18755;2;"questionnaire-89vf";NA;5216335;"5eb185511f2ed228a7d73436";1473549;NA;"complete";NA;"5ed20a543a625804d758dbdb";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x979";"after demographic";"demographic";4;"BRAC1_vertLA_1st300";"after consent";"after demographic";"Task done";"education-quantised";"5"
"324";"12";1590824814846;"30/05/2020 07:46:54";1590824813825;2;"30/05/2020 09:46:53";18755;2;"questionnaire-89vf";NA;5216335;"5eb185511f2ed228a7d73436";1473549;NA;"complete";NA;"5ed20a543a625804d758dbdb";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x979";"after demographic";"demographic";4;"BRAC1_vertLA_1st300";"after consent";"after demographic";"Task done";"psyKnowledge";"Not at all"
"325";"13";1590824814846;"30/05/2020 07:46:54";1590824813825;2;"30/05/2020 09:46:53";18755;2;"questionnaire-89vf";NA;5216335;"5eb185511f2ed228a7d73436";1473549;NA;"complete";NA;"5ed20a543a625804d758dbdb";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x979";"after demographic";"demographic";4;"BRAC1_vertLA_1st300";"after consent";"after demographic";"Task done";"psyKnowledge-quantised";"1"
"326";"14";1590824814846;"30/05/2020 07:46:54";1590824813825;2;"30/05/2020 09:46:53";18755;2;"questionnaire-89vf";NA;5216335;"5eb185511f2ed228a7d73436";1473549;NA;"complete";NA;"5ed20a543a625804d758dbdb";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x979";"after demographic";"demographic";4;"BRAC1_vertLA_1st300";"after consent";"after demographic";"Task done";"comment";""
"327";"15";1590824814846;"30/05/2020 07:46:54";1590824813825;2;"30/05/2020 09:46:53";18755;2;"questionnaire-89vf";NA;5216335;"5eb185511f2ed228a7d73436";1473549;NA;"complete";NA;"5ed20a543a625804d758dbdb";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x979";"after demographic";"demographic";4;"BRAC1_vertLA_1st300";"after consent";"after demographic";"Task done";"END QUESTIONNAIRE";"22682"
"328";"1";1590736841830;"29/05/2020 07:20:41";1590736841745;1;"29/05/2020 08:20:41";18755;2;"questionnaire-89vf";NA;5192046;"5e0e52b46e96ba000b2441d5";1468952;NA;"complete";NA;"5ed0b14e18b7d4000b0f4974";"computer";"Desktop or Laptop";"Linux x86_64";"Chrome 83.0.4103.61";"1920x1080";"1920x1080";"after demographic";"demographic";4;"BRAC1_vertAL_1st300";"after consent";"after demographic";"Task done";"BEGIN QUESTIONNAIRE";""
"329";"2";1590736878833;"29/05/2020 07:21:18";1590736878798;1;"29/05/2020 08:21:18";18755;2;"questionnaire-89vf";NA;5192046;"5e0e52b46e96ba000b2441d5";1468952;NA;"complete";NA;"5ed0b14e18b7d4000b0f4974";"computer";"Desktop or Laptop";"Linux x86_64";"Chrome 83.0.4103.61";"1920x1080";"1905x1080";"after demographic";"demographic";4;"BRAC1_vertAL_1st300";"after consent";"after demographic";"Task done";"sex";"male"
"330";"3";1590736878896;"29/05/2020 07:21:18";1590736878800;1;"29/05/2020 08:21:18";18755;2;"questionnaire-89vf";NA;5192046;"5e0e52b46e96ba000b2441d5";1468952;NA;"complete";NA;"5ed0b14e18b7d4000b0f4974";"computer";"Desktop or Laptop";"Linux x86_64";"Chrome 83.0.4103.61";"1920x1080";"1905x1080";"after demographic";"demographic";4;"BRAC1_vertAL_1st300";"after consent";"after demographic";"Task done";"sex-quantised";"1"
"331";"4";1590736878896;"29/05/2020 07:21:18";1590736878800;1;"29/05/2020 08:21:18";18755;2;"questionnaire-89vf";NA;5192046;"5e0e52b46e96ba000b2441d5";1468952;NA;"complete";NA;"5ed0b14e18b7d4000b0f4974";"computer";"Desktop or Laptop";"Linux x86_64";"Chrome 83.0.4103.61";"1920x1080";"1905x1080";"after demographic";"demographic";4;"BRAC1_vertAL_1st300";"after consent";"after demographic";"Task done";"age";"30"
"332";"5";1590736878896;"29/05/2020 07:21:18";1590736878800;1;"29/05/2020 08:21:18";18755;2;"questionnaire-89vf";NA;5192046;"5e0e52b46e96ba000b2441d5";1468952;NA;"complete";NA;"5ed0b14e18b7d4000b0f4974";"computer";"Desktop or Laptop";"Linux x86_64";"Chrome 83.0.4103.61";"1920x1080";"1905x1080";"after demographic";"demographic";4;"BRAC1_vertAL_1st300";"after consent";"after demographic";"Task done";"response-2";"right-handed"
"333";"6";1590736878896;"29/05/2020 07:21:18";1590736878801;1;"29/05/2020 08:21:18";18755;2;"questionnaire-89vf";NA;5192046;"5e0e52b46e96ba000b2441d5";1468952;NA;"complete";NA;"5ed0b14e18b7d4000b0f4974";"computer";"Desktop or Laptop";"Linux x86_64";"Chrome 83.0.4103.61";"1920x1080";"1905x1080";"after demographic";"demographic";4;"BRAC1_vertAL_1st300";"after consent";"after demographic";"Task done";"response-2-quantised";"1"
"334";"7";1590736878896;"29/05/2020 07:21:18";1590736878801;1;"29/05/2020 08:21:18";18755;2;"questionnaire-89vf";NA;5192046;"5e0e52b46e96ba000b2441d5";1468952;NA;"complete";NA;"5ed0b14e18b7d4000b0f4974";"computer";"Desktop or Laptop";"Linux x86_64";"Chrome 83.0.4103.61";"1920x1080";"1905x1080";"after demographic";"demographic";4;"BRAC1_vertAL_1st300";"after consent";"after demographic";"Task done";"response-2-text";""
"335";"8";1590736878896;"29/05/2020 07:21:18";1590736878801;1;"29/05/2020 08:21:18";18755;2;"questionnaire-89vf";NA;5192046;"5e0e52b46e96ba000b2441d5";1468952;NA;"complete";NA;"5ed0b14e18b7d4000b0f4974";"computer";"Desktop or Laptop";"Linux x86_64";"Chrome 83.0.4103.61";"1920x1080";"1905x1080";"after demographic";"demographic";4;"BRAC1_vertAL_1st300";"after consent";"after demographic";"Task done";"response-3";"English"
"336";"9";1590736878896;"29/05/2020 07:21:18";1590736878801;1;"29/05/2020 08:21:18";18755;2;"questionnaire-89vf";NA;5192046;"5e0e52b46e96ba000b2441d5";1468952;NA;"complete";NA;"5ed0b14e18b7d4000b0f4974";"computer";"Desktop or Laptop";"Linux x86_64";"Chrome 83.0.4103.61";"1920x1080";"1905x1080";"after demographic";"demographic";4;"BRAC1_vertAL_1st300";"after consent";"after demographic";"Task done";"country";"United Kingdom"
"337";"10";1590736878896;"29/05/2020 07:21:18";1590736878801;1;"29/05/2020 08:21:18";18755;2;"questionnaire-89vf";NA;5192046;"5e0e52b46e96ba000b2441d5";1468952;NA;"complete";NA;"5ed0b14e18b7d4000b0f4974";"computer";"Desktop or Laptop";"Linux x86_64";"Chrome 83.0.4103.61";"1920x1080";"1905x1080";"after demographic";"demographic";4;"BRAC1_vertAL_1st300";"after consent";"after demographic";"Task done";"education";"Bachelor degree"
"338";"11";1590736878896;"29/05/2020 07:21:18";1590736878801;1;"29/05/2020 08:21:18";18755;2;"questionnaire-89vf";NA;5192046;"5e0e52b46e96ba000b2441d5";1468952;NA;"complete";NA;"5ed0b14e18b7d4000b0f4974";"computer";"Desktop or Laptop";"Linux x86_64";"Chrome 83.0.4103.61";"1920x1080";"1905x1080";"after demographic";"demographic";4;"BRAC1_vertAL_1st300";"after consent";"after demographic";"Task done";"education-quantised";"5"
"339";"12";1590736878896;"29/05/2020 07:21:18";1590736878801;1;"29/05/2020 08:21:18";18755;2;"questionnaire-89vf";NA;5192046;"5e0e52b46e96ba000b2441d5";1468952;NA;"complete";NA;"5ed0b14e18b7d4000b0f4974";"computer";"Desktop or Laptop";"Linux x86_64";"Chrome 83.0.4103.61";"1920x1080";"1905x1080";"after demographic";"demographic";4;"BRAC1_vertAL_1st300";"after consent";"after demographic";"Task done";"psyKnowledge";"Not at all"
"340";"13";1590736878896;"29/05/2020 07:21:18";1590736878801;1;"29/05/2020 08:21:18";18755;2;"questionnaire-89vf";NA;5192046;"5e0e52b46e96ba000b2441d5";1468952;NA;"complete";NA;"5ed0b14e18b7d4000b0f4974";"computer";"Desktop or Laptop";"Linux x86_64";"Chrome 83.0.4103.61";"1920x1080";"1905x1080";"after demographic";"demographic";4;"BRAC1_vertAL_1st300";"after consent";"after demographic";"Task done";"psyKnowledge-quantised";"1"
"341";"14";1590736878896;"29/05/2020 07:21:18";1590736878802;1;"29/05/2020 08:21:18";18755;2;"questionnaire-89vf";NA;5192046;"5e0e52b46e96ba000b2441d5";1468952;NA;"complete";NA;"5ed0b14e18b7d4000b0f4974";"computer";"Desktop or Laptop";"Linux x86_64";"Chrome 83.0.4103.61";"1920x1080";"1905x1080";"after demographic";"demographic";4;"BRAC1_vertAL_1st300";"after consent";"after demographic";"Task done";"comment";""
"342";"15";1590736878896;"29/05/2020 07:21:18";1590736878802;1;"29/05/2020 08:21:18";18755;2;"questionnaire-89vf";NA;5192046;"5e0e52b46e96ba000b2441d5";1468952;NA;"complete";NA;"5ed0b14e18b7d4000b0f4974";"computer";"Desktop or Laptop";"Linux x86_64";"Chrome 83.0.4103.61";"1920x1080";"1905x1080";"after demographic";"demographic";4;"BRAC1_vertAL_1st300";"after consent";"after demographic";"Task done";"END QUESTIONNAIRE";"37057"
"343";"1";1590736756233;"29/05/2020 07:19:16";1590736767130;-4;"29/05/2020 03:19:27";18755;2;"questionnaire-89vf";NA;5192038;"5ec37264194de71cb7b82637";1468953;NA;"complete";NA;"5ed0b153d3825018e39ca5de";"computer";"Desktop or Laptop";"Windows 10";"Chrome 80.0.3987.149";"1366x768";"1366x657";"after demographic";"demographic";4;"BRAC1_vertAA_1st0";"after consent";"after demographic";"Task done";"BEGIN QUESTIONNAIRE";""
