"Event.Index";"UTC.Timestamp";"UTC.Date";"Local.Timestamp";"Local.Timezone";"Local.Date";"Experiment.ID";"Experiment.Version";"Tree.Node.Key";"Repeat.Key";"Schedule.ID";"Participant.Public.ID";"Participant.Private.ID";"Participant.Starting.Group";"Participant.Status";"Participant.Completion.Code";"Participant.External.Session.ID";"Participant.Device.Type";"Participant.Device";"Participant.OS";"Participant.Browser";"Participant.Monitor.Size";"Participant.Viewport.Size";"Checkpoint";"Task.Name";"Task.Version";"counterbalance.9qvq";"checkpoint.ngg1";"checkpoint.nubw";"checkpoint.t5ey";"Question.Key";"Response"
"4";1591193927045;"03/06/2020 14:18:47";1591193990167;1;"03/06/2020 15:19:50";18619;2;"questionnaire-b579";NA;5290547;"5ecb79d954cc8832698d9025";1490383;NA;"complete";NA;"5ed7aacd6cb961231e7f9551";"computer";"Desktop or Laptop";"Mac OS 10.14.0";"Chrome 81.0.4044.129";"1280x800";"1265x598";"demographics done";"demographic";4;"BRAC2_vertLA_1st300";"Consents given";"exp done";"demographics done";"age";"31"
"5";1591193927045;"03/06/2020 14:18:47";1591193990167;1;"03/06/2020 15:19:50";18619;2;"questionnaire-b579";NA;5290547;"5ecb79d954cc8832698d9025";1490383;NA;"complete";NA;"5ed7aacd6cb961231e7f9551";"computer";"Desktop or Laptop";"Mac OS 10.14.0";"Chrome 81.0.4044.129";"1280x800";"1265x598";"demographics done";"demographic";4;"BRAC2_vertLA_1st300";"Consents given";"exp done";"demographics done";"response-2";"right-handed"
"6";1591193927045;"03/06/2020 14:18:47";1591193990168;1;"03/06/2020 15:19:50";18619;2;"questionnaire-b579";NA;5290547;"5ecb79d954cc8832698d9025";1490383;NA;"complete";NA;"5ed7aacd6cb961231e7f9551";"computer";"Desktop or Laptop";"Mac OS 10.14.0";"Chrome 81.0.4044.129";"1280x800";"1265x598";"demographics done";"demographic";4;"BRAC2_vertLA_1st300";"Consents given";"exp done";"demographics done";"response-2-quantised";"1"
"7";1591193927045;"03/06/2020 14:18:47";1591193990168;1;"03/06/2020 15:19:50";18619;2;"questionnaire-b579";NA;5290547;"5ecb79d954cc8832698d9025";1490383;NA;"complete";NA;"5ed7aacd6cb961231e7f9551";"computer";"Desktop or Laptop";"Mac OS 10.14.0";"Chrome 81.0.4044.129";"1280x800";"1265x598";"demographics done";"demographic";4;"BRAC2_vertLA_1st300";"Consents given";"exp done";"demographics done";"response-2-text";""
"8";1591193927045;"03/06/2020 14:18:47";1591193990168;1;"03/06/2020 15:19:50";18619;2;"questionnaire-b579";NA;5290547;"5ecb79d954cc8832698d9025";1490383;NA;"complete";NA;"5ed7aacd6cb961231e7f9551";"computer";"Desktop or Laptop";"Mac OS 10.14.0";"Chrome 81.0.4044.129";"1280x800";"1265x598";"demographics done";"demographic";4;"BRAC2_vertLA_1st300";"Consents given";"exp done";"demographics done";"response-3";"Portuguese"
"9";1591193927045;"03/06/2020 14:18:47";1591193990168;1;"03/06/2020 15:19:50";18619;2;"questionnaire-b579";NA;5290547;"5ecb79d954cc8832698d9025";1490383;NA;"complete";NA;"5ed7aacd6cb961231e7f9551";"computer";"Desktop or Laptop";"Mac OS 10.14.0";"Chrome 81.0.4044.129";"1280x800";"1265x598";"demographics done";"demographic";4;"BRAC2_vertLA_1st300";"Consents given";"exp done";"demographics done";"country";"Portugal"
"10";1591193927045;"03/06/2020 14:18:47";1591193990169;1;"03/06/2020 15:19:50";18619;2;"questionnaire-b579";NA;5290547;"5ecb79d954cc8832698d9025";1490383;NA;"complete";NA;"5ed7aacd6cb961231e7f9551";"computer";"Desktop or Laptop";"Mac OS 10.14.0";"Chrome 81.0.4044.129";"1280x800";"1265x598";"demographics done";"demographic";4;"BRAC2_vertLA_1st300";"Consents given";"exp done";"demographics done";"education";"Bachelor degree"
"11";1591193927045;"03/06/2020 14:18:47";1591193990169;1;"03/06/2020 15:19:50";18619;2;"questionnaire-b579";NA;5290547;"5ecb79d954cc8832698d9025";1490383;NA;"complete";NA;"5ed7aacd6cb961231e7f9551";"computer";"Desktop or Laptop";"Mac OS 10.14.0";"Chrome 81.0.4044.129";"1280x800";"1265x598";"demographics done";"demographic";4;"BRAC2_vertLA_1st300";"Consents given";"exp done";"demographics done";"education-quantised";"5"
"12";1591193927045;"03/06/2020 14:18:47";1591193990169;1;"03/06/2020 15:19:50";18619;2;"questionnaire-b579";NA;5290547;"5ecb79d954cc8832698d9025";1490383;NA;"complete";NA;"5ed7aacd6cb961231e7f9551";"computer";"Desktop or Laptop";"Mac OS 10.14.0";"Chrome 81.0.4044.129";"1280x800";"1265x598";"demographics done";"demographic";4;"BRAC2_vertLA_1st300";"Consents given";"exp done";"demographics done";"psyKnowledge";"Not at all"
"13";1591193927045;"03/06/2020 14:18:47";1591193990169;1;"03/06/2020 15:19:50";18619;2;"questionnaire-b579";NA;5290547;"5ecb79d954cc8832698d9025";1490383;NA;"complete";NA;"5ed7aacd6cb961231e7f9551";"computer";"Desktop or Laptop";"Mac OS 10.14.0";"Chrome 81.0.4044.129";"1280x800";"1265x598";"demographics done";"demographic";4;"BRAC2_vertLA_1st300";"Consents given";"exp done";"demographics done";"psyKnowledge-quantised";"1"
"14";1591193927045;"03/06/2020 14:18:47";1591193990169;1;"03/06/2020 15:19:50";18619;2;"questionnaire-b579";NA;5290547;"5ecb79d954cc8832698d9025";1490383;NA;"complete";NA;"5ed7aacd6cb961231e7f9551";"computer";"Desktop or Laptop";"Mac OS 10.14.0";"Chrome 81.0.4044.129";"1280x800";"1265x598";"demographics done";"demographic";4;"BRAC2_vertLA_1st300";"Consents given";"exp done";"demographics done";"comment";""
"15";1591193927045;"03/06/2020 14:18:47";1591193990170;1;"03/06/2020 15:19:50";18619;2;"questionnaire-b579";NA;5290547;"5ecb79d954cc8832698d9025";1490383;NA;"complete";NA;"5ed7aacd6cb961231e7f9551";"computer";"Desktop or Laptop";"Mac OS 10.14.0";"Chrome 81.0.4044.129";"1280x800";"1265x598";"demographics done";"demographic";4;"BRAC2_vertLA_1st300";"Consents given";"exp done";"demographics done";"END QUESTIONNAIRE";"39224"
"1";1591194081785;"03/06/2020 14:21:21";1591194080904;2;"03/06/2020 16:21:20";18619;2;"questionnaire-b579";NA;5290609;"5eb16e253422cc256758628f";1490389;NA;"complete";NA;"5ed7ab02fecc360828dac5f8";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1536x722";"demographics done";"demographic";4;"BRAC2_vertAA_1st0";"Consents given";"exp done";"demographics done";"BEGIN QUESTIONNAIRE";""
"2";1591194132735;"03/06/2020 14:22:12";1591194131885;2;"03/06/2020 16:22:11";18619;2;"questionnaire-b579";NA;5290609;"5eb16e253422cc256758628f";1490389;NA;"complete";NA;"5ed7ab02fecc360828dac5f8";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1519x722";"demographics done";"demographic";4;"BRAC2_vertAA_1st0";"Consents given";"exp done";"demographics done";"sex";"female"
"3";1591194132907;"03/06/2020 14:22:12";1591194131886;2;"03/06/2020 16:22:11";18619;2;"questionnaire-b579";NA;5290609;"5eb16e253422cc256758628f";1490389;NA;"complete";NA;"5ed7ab02fecc360828dac5f8";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1519x722";"demographics done";"demographic";4;"BRAC2_vertAA_1st0";"Consents given";"exp done";"demographics done";"sex-quantised";"2"
"4";1591194132907;"03/06/2020 14:22:12";1591194131886;2;"03/06/2020 16:22:11";18619;2;"questionnaire-b579";NA;5290609;"5eb16e253422cc256758628f";1490389;NA;"complete";NA;"5ed7ab02fecc360828dac5f8";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1519x722";"demographics done";"demographic";4;"BRAC2_vertAA_1st0";"Consents given";"exp done";"demographics done";"age";"20"
"5";1591194132907;"03/06/2020 14:22:12";1591194131886;2;"03/06/2020 16:22:11";18619;2;"questionnaire-b579";NA;5290609;"5eb16e253422cc256758628f";1490389;NA;"complete";NA;"5ed7ab02fecc360828dac5f8";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1519x722";"demographics done";"demographic";4;"BRAC2_vertAA_1st0";"Consents given";"exp done";"demographics done";"response-2";"right-handed"
"6";1591194132907;"03/06/2020 14:22:12";1591194131886;2;"03/06/2020 16:22:11";18619;2;"questionnaire-b579";NA;5290609;"5eb16e253422cc256758628f";1490389;NA;"complete";NA;"5ed7ab02fecc360828dac5f8";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1519x722";"demographics done";"demographic";4;"BRAC2_vertAA_1st0";"Consents given";"exp done";"demographics done";"response-2-quantised";"1"
"7";1591194132907;"03/06/2020 14:22:12";1591194131887;2;"03/06/2020 16:22:11";18619;2;"questionnaire-b579";NA;5290609;"5eb16e253422cc256758628f";1490389;NA;"complete";NA;"5ed7ab02fecc360828dac5f8";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1519x722";"demographics done";"demographic";4;"BRAC2_vertAA_1st0";"Consents given";"exp done";"demographics done";"response-2-text";""
"8";1591194132907;"03/06/2020 14:22:12";1591194131887;2;"03/06/2020 16:22:11";18619;2;"questionnaire-b579";NA;5290609;"5eb16e253422cc256758628f";1490389;NA;"complete";NA;"5ed7ab02fecc360828dac5f8";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1519x722";"demographics done";"demographic";4;"BRAC2_vertAA_1st0";"Consents given";"exp done";"demographics done";"END QUESTIONNAIRE";"50984"
"9";1591194132907;"03/06/2020 14:22:12";1591194131887;2;"03/06/2020 16:22:11";18619;2;"questionnaire-b579";NA;5290609;"5eb16e253422cc256758628f";1490389;NA;"complete";NA;"5ed7ab02fecc360828dac5f8";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1519x722";"demographics done";"demographic";4;"BRAC2_vertAA_1st0";"Consents given";"exp done";"demographics done";"country";"Italy"
"10";1591194132907;"03/06/2020 14:22:12";1591194131887;2;"03/06/2020 16:22:11";18619;2;"questionnaire-b579";NA;5290609;"5eb16e253422cc256758628f";1490389;NA;"complete";NA;"5ed7ab02fecc360828dac5f8";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1519x722";"demographics done";"demographic";4;"BRAC2_vertAA_1st0";"Consents given";"exp done";"demographics done";"education";"Some university/higher education but no degree"
"11";1591194132907;"03/06/2020 14:22:12";1591194131887;2;"03/06/2020 16:22:11";18619;2;"questionnaire-b579";NA;5290609;"5eb16e253422cc256758628f";1490389;NA;"complete";NA;"5ed7ab02fecc360828dac5f8";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1519x722";"demographics done";"demographic";4;"BRAC2_vertAA_1st0";"Consents given";"exp done";"demographics done";"education-quantised";"4"
"12";1591194132907;"03/06/2020 14:22:12";1591194131887;2;"03/06/2020 16:22:11";18619;2;"questionnaire-b579";NA;5290609;"5eb16e253422cc256758628f";1490389;NA;"complete";NA;"5ed7ab02fecc360828dac5f8";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1519x722";"demographics done";"demographic";4;"BRAC2_vertAA_1st0";"Consents given";"exp done";"demographics done";"psyKnowledge";"Not at all"
"13";1591194132907;"03/06/2020 14:22:12";1591194131887;2;"03/06/2020 16:22:11";18619;2;"questionnaire-b579";NA;5290609;"5eb16e253422cc256758628f";1490389;NA;"complete";NA;"5ed7ab02fecc360828dac5f8";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1519x722";"demographics done";"demographic";4;"BRAC2_vertAA_1st0";"Consents given";"exp done";"demographics done";"psyKnowledge-quantised";"1"
"14";1591194132907;"03/06/2020 14:22:12";1591194131887;2;"03/06/2020 16:22:11";18619;2;"questionnaire-b579";NA;5290609;"5eb16e253422cc256758628f";1490389;NA;"complete";NA;"5ed7ab02fecc360828dac5f8";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1519x722";"demographics done";"demographic";4;"BRAC2_vertAA_1st0";"Consents given";"exp done";"demographics done";"comment";""
"15";1591194132907;"03/06/2020 14:22:12";1591194131887;2;"03/06/2020 16:22:11";18619;2;"questionnaire-b579";NA;5290609;"5eb16e253422cc256758628f";1490389;NA;"complete";NA;"5ed7ab02fecc360828dac5f8";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1519x722";"demographics done";"demographic";4;"BRAC2_vertAA_1st0";"Consents given";"exp done";"demographics done";"response-3";"russian"
"1";1591194145026;"03/06/2020 14:22:25";1591194143301;3;"03/06/2020 17:22:23";18619;2;"questionnaire-b579";NA;5290635;"5e6bcd93fa0d9e02a29d9de7";1490402;NA;"complete";NA;"5ed7aa5b0d7fc425eafe665e";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"2560x1080";"2560x1080";"demographics done";"demographic";4;"BRAC2_vertLL_1st300";"Consents given";"exp done";"demographics done";"BEGIN QUESTIONNAIRE";""
"2";1591194365762;"03/06/2020 14:26:05";1591194364064;3;"03/06/2020 17:26:04";18619;2;"questionnaire-b579";NA;5290635;"5e6bcd93fa0d9e02a29d9de7";1490402;NA;"complete";NA;"5ed7aa5b0d7fc425eafe665e";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"2560x1080";"2543x969";"demographics done";"demographic";4;"BRAC2_vertLL_1st300";"Consents given";"exp done";"demographics done";"sex";"male"
"3";1591194365887;"03/06/2020 14:26:05";1591194364068;3;"03/06/2020 17:26:04";18619;2;"questionnaire-b579";NA;5290635;"5e6bcd93fa0d9e02a29d9de7";1490402;NA;"complete";NA;"5ed7aa5b0d7fc425eafe665e";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"2560x1080";"2543x969";"demographics done";"demographic";4;"BRAC2_vertLL_1st300";"Consents given";"exp done";"demographics done";"sex-quantised";"1"
"4";1591194365887;"03/06/2020 14:26:05";1591194364068;3;"03/06/2020 17:26:04";18619;2;"questionnaire-b579";NA;5290635;"5e6bcd93fa0d9e02a29d9de7";1490402;NA;"complete";NA;"5ed7aa5b0d7fc425eafe665e";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"2560x1080";"2543x969";"demographics done";"demographic";4;"BRAC2_vertLL_1st300";"Consents given";"exp done";"demographics done";"age";"30"
"5";1591194365887;"03/06/2020 14:26:05";1591194364068;3;"03/06/2020 17:26:04";18619;2;"questionnaire-b579";NA;5290635;"5e6bcd93fa0d9e02a29d9de7";1490402;NA;"complete";NA;"5ed7aa5b0d7fc425eafe665e";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"2560x1080";"2543x969";"demographics done";"demographic";4;"BRAC2_vertLL_1st300";"Consents given";"exp done";"demographics done";"response-2";"right-handed"
"6";1591194365887;"03/06/2020 14:26:05";1591194364068;3;"03/06/2020 17:26:04";18619;2;"questionnaire-b579";NA;5290635;"5e6bcd93fa0d9e02a29d9de7";1490402;NA;"complete";NA;"5ed7aa5b0d7fc425eafe665e";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"2560x1080";"2543x969";"demographics done";"demographic";4;"BRAC2_vertLL_1st300";"Consents given";"exp done";"demographics done";"response-2-quantised";"1"
"7";1591194365887;"03/06/2020 14:26:05";1591194364068;3;"03/06/2020 17:26:04";18619;2;"questionnaire-b579";NA;5290635;"5e6bcd93fa0d9e02a29d9de7";1490402;NA;"complete";NA;"5ed7aa5b0d7fc425eafe665e";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"2560x1080";"2543x969";"demographics done";"demographic";4;"BRAC2_vertLL_1st300";"Consents given";"exp done";"demographics done";"response-2-text";""
"8";1591194365887;"03/06/2020 14:26:05";1591194364069;3;"03/06/2020 17:26:04";18619;2;"questionnaire-b579";NA;5290635;"5e6bcd93fa0d9e02a29d9de7";1490402;NA;"complete";NA;"5ed7aa5b0d7fc425eafe665e";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"2560x1080";"2543x969";"demographics done";"demographic";4;"BRAC2_vertLL_1st300";"Consents given";"exp done";"demographics done";"END QUESTIONNAIRE";"220768"
"9";1591194365887;"03/06/2020 14:26:05";1591194364069;3;"03/06/2020 17:26:04";18619;2;"questionnaire-b579";NA;5290635;"5e6bcd93fa0d9e02a29d9de7";1490402;NA;"complete";NA;"5ed7aa5b0d7fc425eafe665e";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"2560x1080";"2543x969";"demographics done";"demographic";4;"BRAC2_vertLL_1st300";"Consents given";"exp done";"demographics done";"country";"israel"
"10";1591194365887;"03/06/2020 14:26:05";1591194364069;3;"03/06/2020 17:26:04";18619;2;"questionnaire-b579";NA;5290635;"5e6bcd93fa0d9e02a29d9de7";1490402;NA;"complete";NA;"5ed7aa5b0d7fc425eafe665e";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"2560x1080";"2543x969";"demographics done";"demographic";4;"BRAC2_vertLL_1st300";"Consents given";"exp done";"demographics done";"education";"Bachelor degree"
"11";1591194365887;"03/06/2020 14:26:05";1591194364069;3;"03/06/2020 17:26:04";18619;2;"questionnaire-b579";NA;5290635;"5e6bcd93fa0d9e02a29d9de7";1490402;NA;"complete";NA;"5ed7aa5b0d7fc425eafe665e";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"2560x1080";"2543x969";"demographics done";"demographic";4;"BRAC2_vertLL_1st300";"Consents given";"exp done";"demographics done";"education-quantised";"5"
"12";1591194365887;"03/06/2020 14:26:05";1591194364069;3;"03/06/2020 17:26:04";18619;2;"questionnaire-b579";NA;5290635;"5e6bcd93fa0d9e02a29d9de7";1490402;NA;"complete";NA;"5ed7aa5b0d7fc425eafe665e";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"2560x1080";"2543x969";"demographics done";"demographic";4;"BRAC2_vertLL_1st300";"Consents given";"exp done";"demographics done";"psyKnowledge";"Not at all"
"13";1591194365887;"03/06/2020 14:26:05";1591194364069;3;"03/06/2020 17:26:04";18619;2;"questionnaire-b579";NA;5290635;"5e6bcd93fa0d9e02a29d9de7";1490402;NA;"complete";NA;"5ed7aa5b0d7fc425eafe665e";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"2560x1080";"2543x969";"demographics done";"demographic";4;"BRAC2_vertLL_1st300";"Consents given";"exp done";"demographics done";"psyKnowledge-quantised";"1"
"14";1591194365887;"03/06/2020 14:26:05";1591194364069;3;"03/06/2020 17:26:04";18619;2;"questionnaire-b579";NA;5290635;"5e6bcd93fa0d9e02a29d9de7";1490402;NA;"complete";NA;"5ed7aa5b0d7fc425eafe665e";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"2560x1080";"2543x969";"demographics done";"demographic";4;"BRAC2_vertLL_1st300";"Consents given";"exp done";"demographics done";"comment";"i found it pretty annoying that i couldnt change the controls because they were quiet uncomfortable escpecially the l for odd numbers and a for even ones i would have preffered to flip them atleast or even change them completely to left and right mouse clicks or a and d "
"15";1591194365887;"03/06/2020 14:26:05";1591194364069;3;"03/06/2020 17:26:04";18619;2;"questionnaire-b579";NA;5290635;"5e6bcd93fa0d9e02a29d9de7";1490402;NA;"complete";NA;"5ed7aa5b0d7fc425eafe665e";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"2560x1080";"2543x969";"demographics done";"demographic";4;"BRAC2_vertLL_1st300";"Consents given";"exp done";"demographics done";"response-3";"hebrew"
"1";1591195674659;"03/06/2020 14:47:54";1591195666950;2;"03/06/2020 16:47:46";18619;2;"questionnaire-b579";NA;5291184;"5bf5e55ebf67dc00015a2b3f";1490415;NA;"complete";NA;"5ed7aa59858a15255bac3c9e";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1920x969";"demographics done";"demographic";4;"BRAC2_vertAL_1st300";"Consents given";"exp done";"demographics done";"BEGIN QUESTIONNAIRE";""
"2";1591195752773;"03/06/2020 14:49:12";1591195745098;2;"03/06/2020 16:49:05";18619;2;"questionnaire-b579";NA;5291184;"5bf5e55ebf67dc00015a2b3f";1490415;NA;"complete";NA;"5ed7aa59858a15255bac3c9e";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x969";"demographics done";"demographic";4;"BRAC2_vertAL_1st300";"Consents given";"exp done";"demographics done";"sex";"male"
"3";1591195752929;"03/06/2020 14:49:12";1591195745100;2;"03/06/2020 16:49:05";18619;2;"questionnaire-b579";NA;5291184;"5bf5e55ebf67dc00015a2b3f";1490415;NA;"complete";NA;"5ed7aa59858a15255bac3c9e";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x969";"demographics done";"demographic";4;"BRAC2_vertAL_1st300";"Consents given";"exp done";"demographics done";"sex-quantised";"1"
"4";1591195752929;"03/06/2020 14:49:12";1591195745101;2;"03/06/2020 16:49:05";18619;2;"questionnaire-b579";NA;5291184;"5bf5e55ebf67dc00015a2b3f";1490415;NA;"complete";NA;"5ed7aa59858a15255bac3c9e";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x969";"demographics done";"demographic";4;"BRAC2_vertAL_1st300";"Consents given";"exp done";"demographics done";"age";"23"
"5";1591195752929;"03/06/2020 14:49:12";1591195745101;2;"03/06/2020 16:49:05";18619;2;"questionnaire-b579";NA;5291184;"5bf5e55ebf67dc00015a2b3f";1490415;NA;"complete";NA;"5ed7aa59858a15255bac3c9e";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x969";"demographics done";"demographic";4;"BRAC2_vertAL_1st300";"Consents given";"exp done";"demographics done";"response-2";"right-handed"
"6";1591195752929;"03/06/2020 14:49:12";1591195745101;2;"03/06/2020 16:49:05";18619;2;"questionnaire-b579";NA;5291184;"5bf5e55ebf67dc00015a2b3f";1490415;NA;"complete";NA;"5ed7aa59858a15255bac3c9e";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x969";"demographics done";"demographic";4;"BRAC2_vertAL_1st300";"Consents given";"exp done";"demographics done";"response-2-quantised";"1"
"7";1591195752929;"03/06/2020 14:49:12";1591195745101;2;"03/06/2020 16:49:05";18619;2;"questionnaire-b579";NA;5291184;"5bf5e55ebf67dc00015a2b3f";1490415;NA;"complete";NA;"5ed7aa59858a15255bac3c9e";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x969";"demographics done";"demographic";4;"BRAC2_vertAL_1st300";"Consents given";"exp done";"demographics done";"response-2-text";""
"8";1591195752929;"03/06/2020 14:49:12";1591195745101;2;"03/06/2020 16:49:05";18619;2;"questionnaire-b579";NA;5291184;"5bf5e55ebf67dc00015a2b3f";1490415;NA;"complete";NA;"5ed7aa59858a15255bac3c9e";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x969";"demographics done";"demographic";4;"BRAC2_vertAL_1st300";"Consents given";"exp done";"demographics done";"response-3";"Polish"
"9";1591195752929;"03/06/2020 14:49:12";1591195745102;2;"03/06/2020 16:49:05";18619;2;"questionnaire-b579";NA;5291184;"5bf5e55ebf67dc00015a2b3f";1490415;NA;"complete";NA;"5ed7aa59858a15255bac3c9e";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x969";"demographics done";"demographic";4;"BRAC2_vertAL_1st300";"Consents given";"exp done";"demographics done";"country";"Poland"
"10";1591195752929;"03/06/2020 14:49:12";1591195745102;2;"03/06/2020 16:49:05";18619;2;"questionnaire-b579";NA;5291184;"5bf5e55ebf67dc00015a2b3f";1490415;NA;"complete";NA;"5ed7aa59858a15255bac3c9e";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x969";"demographics done";"demographic";4;"BRAC2_vertAL_1st300";"Consents given";"exp done";"demographics done";"education";"Some university/higher education but no degree"
"11";1591195752929;"03/06/2020 14:49:12";1591195745102;2;"03/06/2020 16:49:05";18619;2;"questionnaire-b579";NA;5291184;"5bf5e55ebf67dc00015a2b3f";1490415;NA;"complete";NA;"5ed7aa59858a15255bac3c9e";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x969";"demographics done";"demographic";4;"BRAC2_vertAL_1st300";"Consents given";"exp done";"demographics done";"education-quantised";"4"
"12";1591195752929;"03/06/2020 14:49:12";1591195745102;2;"03/06/2020 16:49:05";18619;2;"questionnaire-b579";NA;5291184;"5bf5e55ebf67dc00015a2b3f";1490415;NA;"complete";NA;"5ed7aa59858a15255bac3c9e";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x969";"demographics done";"demographic";4;"BRAC2_vertAL_1st300";"Consents given";"exp done";"demographics done";"psyKnowledge";"Not at all"
"13";1591195752929;"03/06/2020 14:49:12";1591195745103;2;"03/06/2020 16:49:05";18619;2;"questionnaire-b579";NA;5291184;"5bf5e55ebf67dc00015a2b3f";1490415;NA;"complete";NA;"5ed7aa59858a15255bac3c9e";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x969";"demographics done";"demographic";4;"BRAC2_vertAL_1st300";"Consents given";"exp done";"demographics done";"psyKnowledge-quantised";"1"
"14";1591195752929;"03/06/2020 14:49:12";1591195745103;2;"03/06/2020 16:49:05";18619;2;"questionnaire-b579";NA;5291184;"5bf5e55ebf67dc00015a2b3f";1490415;NA;"complete";NA;"5ed7aa59858a15255bac3c9e";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x969";"demographics done";"demographic";4;"BRAC2_vertAL_1st300";"Consents given";"exp done";"demographics done";"comment";""
"15";1591195752929;"03/06/2020 14:49:12";1591195745104;2;"03/06/2020 16:49:05";18619;2;"questionnaire-b579";NA;5291184;"5bf5e55ebf67dc00015a2b3f";1490415;NA;"complete";NA;"5ed7aa59858a15255bac3c9e";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x969";"demographics done";"demographic";4;"BRAC2_vertAL_1st300";"Consents given";"exp done";"demographics done";"END QUESTIONNAIRE";"78155"
"1";1591198830425;"03/06/2020 15:40:30";1591198830208;-5;"03/06/2020 10:40:30";18619;2;"questionnaire-b579";NA;5292859;"5e7401e8a30c803808f1ce69";1490925;NA;"complete";NA;"5ed7be81c099660b0f21517d";"computer";"Desktop or Laptop";"Mac OS 10.14.6";"Chrome 83.0.4103.61";"1680x1050";"1680x971";"demographics done";"demographic";4;"BRAC2_horiLA_1st0";"Consents given";"exp done";"demographics done";"BEGIN QUESTIONNAIRE";""
"2";1591198883322;"03/06/2020 15:41:23";1591198883073;-5;"03/06/2020 10:41:23";18619;2;"questionnaire-b579";NA;5292859;"5e7401e8a30c803808f1ce69";1490925;NA;"complete";NA;"5ed7be81c099660b0f21517d";"computer";"Desktop or Laptop";"Mac OS 10.14.6";"Chrome 83.0.4103.61";"1680x1050";"1680x971";"demographics done";"demographic";4;"BRAC2_horiLA_1st0";"Consents given";"exp done";"demographics done";"sex";"male"
