"";"Event.Index";"UTC.Timestamp";"UTC.Date";"Local.Timestamp";"Local.Timezone";"Local.Date";"Experiment.ID";"Experiment.Version";"Tree.Node.Key";"Repeat.Key";"Schedule.ID";"Participant.Public.ID";"Participant.Private.ID";"Participant.Starting.Group";"Participant.Status";"Participant.Completion.Code";"Participant.External.Session.ID";"Participant.Device.Type";"Participant.Device";"Participant.OS";"Participant.Browser";"Participant.Monitor.Size";"Participant.Viewport.Size";"Checkpoint";"Task.Name";"Task.Version";"counterbalance.9qvq";"checkpoint.ngg1";"checkpoint.nubw";"checkpoint.t5ey";"Question.Key";"Response"
"327";"12";1591180648425;"03/06/2020 10:37:28";1591180647759;2;"03/06/2020 12:37:27";18619;2;"questionnaire-b579";NA;5287187;"5d1cfc4ee950480015366f7b";1489054;NA;"complete";NA;"5ed7784e8d04bb0252d38841";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1519x754";"demographics done";"demographic";4;"BRAC2_horiLL_1st0";"Consents given";"exp done";"demographics done";"psyKnowledge";"Some knowledge as amateur"
"328";"13";1591180648425;"03/06/2020 10:37:28";1591180647759;2;"03/06/2020 12:37:27";18619;2;"questionnaire-b579";NA;5287187;"5d1cfc4ee950480015366f7b";1489054;NA;"complete";NA;"5ed7784e8d04bb0252d38841";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1519x754";"demographics done";"demographic";4;"BRAC2_horiLL_1st0";"Consents given";"exp done";"demographics done";"psyKnowledge-quantised";"2"
"329";"14";1591180648425;"03/06/2020 10:37:28";1591180647759;2;"03/06/2020 12:37:27";18619;2;"questionnaire-b579";NA;5287187;"5d1cfc4ee950480015366f7b";1489054;NA;"complete";NA;"5ed7784e8d04bb0252d38841";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1519x754";"demographics done";"demographic";4;"BRAC2_horiLL_1st0";"Consents given";"exp done";"demographics done";"comment";""
"330";"15";1591180648425;"03/06/2020 10:37:28";1591180647759;2;"03/06/2020 12:37:27";18619;2;"questionnaire-b579";NA;5287187;"5d1cfc4ee950480015366f7b";1489054;NA;"complete";NA;"5ed7784e8d04bb0252d38841";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1519x754";"demographics done";"demographic";4;"BRAC2_horiLL_1st0";"Consents given";"exp done";"demographics done";"response-3";"polish"
"331";"1";1590679571869;"28/05/2020 15:26:11";1590679571764;-4;"28/05/2020 11:26:11";18619;2;"questionnaire-b579";NA;5179642;"5acc3c34fa3b4e000173c659";1465359;NA;"complete";NA;"5ecfd24609d61f04790e71ae";"computer";"Desktop or Laptop";"Mac OS 10.14.6";"Safari 12.1.2";"1280x800";"1280x656";"demographics done";"demographic";4;"BRAC2_vertLA_1st300";"Consents given";"exp done";"demographics done";"BEGIN QUESTIONNAIRE";""
"332";"2";1590679622250;"28/05/2020 15:27:02";1590679622170;-4;"28/05/2020 11:27:02";18619;2;"questionnaire-b579";NA;5179642;"5acc3c34fa3b4e000173c659";1465359;NA;"complete";NA;"5ecfd24609d61f04790e71ae";"computer";"Desktop or Laptop";"Mac OS 10.14.6";"Safari 12.1.2";"1280x800";"1280x656";"demographics done";"demographic";4;"BRAC2_vertLA_1st300";"Consents given";"exp done";"demographics done";"sex";"female"
"333";"3";1590679622516;"28/05/2020 15:27:02";1590679622171;-4;"28/05/2020 11:27:02";18619;2;"questionnaire-b579";NA;5179642;"5acc3c34fa3b4e000173c659";1465359;NA;"complete";NA;"5ecfd24609d61f04790e71ae";"computer";"Desktop or Laptop";"Mac OS 10.14.6";"Safari 12.1.2";"1280x800";"1280x656";"demographics done";"demographic";4;"BRAC2_vertLA_1st300";"Consents given";"exp done";"demographics done";"sex-quantised";"2"
"334";"4";1590679622516;"28/05/2020 15:27:02";1590679622171;-4;"28/05/2020 11:27:02";18619;2;"questionnaire-b579";NA;5179642;"5acc3c34fa3b4e000173c659";1465359;NA;"complete";NA;"5ecfd24609d61f04790e71ae";"computer";"Desktop or Laptop";"Mac OS 10.14.6";"Safari 12.1.2";"1280x800";"1280x656";"demographics done";"demographic";4;"BRAC2_vertLA_1st300";"Consents given";"exp done";"demographics done";"age";"27"
"335";"5";1590679622516;"28/05/2020 15:27:02";1590679622171;-4;"28/05/2020 11:27:02";18619;2;"questionnaire-b579";NA;5179642;"5acc3c34fa3b4e000173c659";1465359;NA;"complete";NA;"5ecfd24609d61f04790e71ae";"computer";"Desktop or Laptop";"Mac OS 10.14.6";"Safari 12.1.2";"1280x800";"1280x656";"demographics done";"demographic";4;"BRAC2_vertLA_1st300";"Consents given";"exp done";"demographics done";"response-2";"right-handed"
"336";"6";1590679622516;"28/05/2020 15:27:02";1590679622172;-4;"28/05/2020 11:27:02";18619;2;"questionnaire-b579";NA;5179642;"5acc3c34fa3b4e000173c659";1465359;NA;"complete";NA;"5ecfd24609d61f04790e71ae";"computer";"Desktop or Laptop";"Mac OS 10.14.6";"Safari 12.1.2";"1280x800";"1280x656";"demographics done";"demographic";4;"BRAC2_vertLA_1st300";"Consents given";"exp done";"demographics done";"response-2-quantised";"1"
"337";"7";1590679622516;"28/05/2020 15:27:02";1590679622172;-4;"28/05/2020 11:27:02";18619;2;"questionnaire-b579";NA;5179642;"5acc3c34fa3b4e000173c659";1465359;NA;"complete";NA;"5ecfd24609d61f04790e71ae";"computer";"Desktop or Laptop";"Mac OS 10.14.6";"Safari 12.1.2";"1280x800";"1280x656";"demographics done";"demographic";4;"BRAC2_vertLA_1st300";"Consents given";"exp done";"demographics done";"response-2-text";""
"338";"8";1590679622516;"28/05/2020 15:27:02";1590679622172;-4;"28/05/2020 11:27:02";18619;2;"questionnaire-b579";NA;5179642;"5acc3c34fa3b4e000173c659";1465359;NA;"complete";NA;"5ecfd24609d61f04790e71ae";"computer";"Desktop or Laptop";"Mac OS 10.14.6";"Safari 12.1.2";"1280x800";"1280x656";"demographics done";"demographic";4;"BRAC2_vertLA_1st300";"Consents given";"exp done";"demographics done";"END QUESTIONNAIRE";"50408"
"339";"9";1590679622516;"28/05/2020 15:27:02";1590679622172;-4;"28/05/2020 11:27:02";18619;2;"questionnaire-b579";NA;5179642;"5acc3c34fa3b4e000173c659";1465359;NA;"complete";NA;"5ecfd24609d61f04790e71ae";"computer";"Desktop or Laptop";"Mac OS 10.14.6";"Safari 12.1.2";"1280x800";"1280x656";"demographics done";"demographic";4;"BRAC2_vertLA_1st300";"Consents given";"exp done";"demographics done";"country";"Canada"
"340";"10";1590679622516;"28/05/2020 15:27:02";1590679622172;-4;"28/05/2020 11:27:02";18619;2;"questionnaire-b579";NA;5179642;"5acc3c34fa3b4e000173c659";1465359;NA;"complete";NA;"5ecfd24609d61f04790e71ae";"computer";"Desktop or Laptop";"Mac OS 10.14.6";"Safari 12.1.2";"1280x800";"1280x656";"demographics done";"demographic";4;"BRAC2_vertLA_1st300";"Consents given";"exp done";"demographics done";"education";"Master degree"
"341";"11";1590679622516;"28/05/2020 15:27:02";1590679622172;-4;"28/05/2020 11:27:02";18619;2;"questionnaire-b579";NA;5179642;"5acc3c34fa3b4e000173c659";1465359;NA;"complete";NA;"5ecfd24609d61f04790e71ae";"computer";"Desktop or Laptop";"Mac OS 10.14.6";"Safari 12.1.2";"1280x800";"1280x656";"demographics done";"demographic";4;"BRAC2_vertLA_1st300";"Consents given";"exp done";"demographics done";"education-quantised";"6"
"342";"12";1590679622516;"28/05/2020 15:27:02";1590679622172;-4;"28/05/2020 11:27:02";18619;2;"questionnaire-b579";NA;5179642;"5acc3c34fa3b4e000173c659";1465359;NA;"complete";NA;"5ecfd24609d61f04790e71ae";"computer";"Desktop or Laptop";"Mac OS 10.14.6";"Safari 12.1.2";"1280x800";"1280x656";"demographics done";"demographic";4;"BRAC2_vertLA_1st300";"Consents given";"exp done";"demographics done";"psyKnowledge";"I've studied at least one of these disciplines (school or university)"
"343";"13";1590679622516;"28/05/2020 15:27:02";1590679622172;-4;"28/05/2020 11:27:02";18619;2;"questionnaire-b579";NA;5179642;"5acc3c34fa3b4e000173c659";1465359;NA;"complete";NA;"5ecfd24609d61f04790e71ae";"computer";"Desktop or Laptop";"Mac OS 10.14.6";"Safari 12.1.2";"1280x800";"1280x656";"demographics done";"demographic";4;"BRAC2_vertLA_1st300";"Consents given";"exp done";"demographics done";"psyKnowledge-quantised";"3"
"344";"14";1590679622516;"28/05/2020 15:27:02";1590679622172;-4;"28/05/2020 11:27:02";18619;2;"questionnaire-b579";NA;5179642;"5acc3c34fa3b4e000173c659";1465359;NA;"complete";NA;"5ecfd24609d61f04790e71ae";"computer";"Desktop or Laptop";"Mac OS 10.14.6";"Safari 12.1.2";"1280x800";"1280x656";"demographics done";"demographic";4;"BRAC2_vertLA_1st300";"Consents given";"exp done";"demographics done";"comment";""
"345";"15";1590679622516;"28/05/2020 15:27:02";1590679622172;-4;"28/05/2020 11:27:02";18619;2;"questionnaire-b579";NA;5179642;"5acc3c34fa3b4e000173c659";1465359;NA;"complete";NA;"5ecfd24609d61f04790e71ae";"computer";"Desktop or Laptop";"Mac OS 10.14.6";"Safari 12.1.2";"1280x800";"1280x656";"demographics done";"demographic";4;"BRAC2_vertLA_1st300";"Consents given";"exp done";"demographics done";"response-3";"French"
"346";"1";1590681320966;"28/05/2020 15:55:20";1590681317708;1;"28/05/2020 16:55:17";18619;2;"questionnaire-b579";NA;5180265;"5ebc6438748b21094bb167c9";1465518;NA;"complete";NA;"5ecfd248df851004e3d121fc";"computer";"Desktop or Laptop";"Mac OS 10.12.6";"Chrome 83.0.4103.61";"1920x1080";"1473x852";"demographics done";"demographic";4;"BRAC2_vertAL_1st300";"Consents given";"exp done";"demographics done";"BEGIN QUESTIONNAIRE";""
"347";"2";1590681350561;"28/05/2020 15:55:50";1590681347365;1;"28/05/2020 16:55:47";18619;2;"questionnaire-b579";NA;5180265;"5ebc6438748b21094bb167c9";1465518;NA;"complete";NA;"5ecfd248df851004e3d121fc";"computer";"Desktop or Laptop";"Mac OS 10.12.6";"Chrome 83.0.4103.61";"1920x1080";"1458x852";"demographics done";"demographic";4;"BRAC2_vertAL_1st300";"Consents given";"exp done";"demographics done";"sex";"male"
"348";"3";1590681350623;"28/05/2020 15:55:50";1590681347366;1;"28/05/2020 16:55:47";18619;2;"questionnaire-b579";NA;5180265;"5ebc6438748b21094bb167c9";1465518;NA;"complete";NA;"5ecfd248df851004e3d121fc";"computer";"Desktop or Laptop";"Mac OS 10.12.6";"Chrome 83.0.4103.61";"1920x1080";"1458x852";"demographics done";"demographic";4;"BRAC2_vertAL_1st300";"Consents given";"exp done";"demographics done";"sex-quantised";"1"
"349";"4";1590681350623;"28/05/2020 15:55:50";1590681347367;1;"28/05/2020 16:55:47";18619;2;"questionnaire-b579";NA;5180265;"5ebc6438748b21094bb167c9";1465518;NA;"complete";NA;"5ecfd248df851004e3d121fc";"computer";"Desktop or Laptop";"Mac OS 10.12.6";"Chrome 83.0.4103.61";"1920x1080";"1458x852";"demographics done";"demographic";4;"BRAC2_vertAL_1st300";"Consents given";"exp done";"demographics done";"age";"33"
"350";"5";1590681350623;"28/05/2020 15:55:50";1590681347367;1;"28/05/2020 16:55:47";18619;2;"questionnaire-b579";NA;5180265;"5ebc6438748b21094bb167c9";1465518;NA;"complete";NA;"5ecfd248df851004e3d121fc";"computer";"Desktop or Laptop";"Mac OS 10.12.6";"Chrome 83.0.4103.61";"1920x1080";"1458x852";"demographics done";"demographic";4;"BRAC2_vertAL_1st300";"Consents given";"exp done";"demographics done";"response-2";"right-handed"
"351";"6";1590681350623;"28/05/2020 15:55:50";1590681347367;1;"28/05/2020 16:55:47";18619;2;"questionnaire-b579";NA;5180265;"5ebc6438748b21094bb167c9";1465518;NA;"complete";NA;"5ecfd248df851004e3d121fc";"computer";"Desktop or Laptop";"Mac OS 10.12.6";"Chrome 83.0.4103.61";"1920x1080";"1458x852";"demographics done";"demographic";4;"BRAC2_vertAL_1st300";"Consents given";"exp done";"demographics done";"response-2-quantised";"1"
"352";"7";1590681350623;"28/05/2020 15:55:50";1590681347367;1;"28/05/2020 16:55:47";18619;2;"questionnaire-b579";NA;5180265;"5ebc6438748b21094bb167c9";1465518;NA;"complete";NA;"5ecfd248df851004e3d121fc";"computer";"Desktop or Laptop";"Mac OS 10.12.6";"Chrome 83.0.4103.61";"1920x1080";"1458x852";"demographics done";"demographic";4;"BRAC2_vertAL_1st300";"Consents given";"exp done";"demographics done";"response-2-text";""
"353";"8";1590681350623;"28/05/2020 15:55:50";1590681347367;1;"28/05/2020 16:55:47";18619;2;"questionnaire-b579";NA;5180265;"5ebc6438748b21094bb167c9";1465518;NA;"complete";NA;"5ecfd248df851004e3d121fc";"computer";"Desktop or Laptop";"Mac OS 10.12.6";"Chrome 83.0.4103.61";"1920x1080";"1458x852";"demographics done";"demographic";4;"BRAC2_vertAL_1st300";"Consents given";"exp done";"demographics done";"response-3";"English"
"354";"9";1590681350623;"28/05/2020 15:55:50";1590681347367;1;"28/05/2020 16:55:47";18619;2;"questionnaire-b579";NA;5180265;"5ebc6438748b21094bb167c9";1465518;NA;"complete";NA;"5ecfd248df851004e3d121fc";"computer";"Desktop or Laptop";"Mac OS 10.12.6";"Chrome 83.0.4103.61";"1920x1080";"1458x852";"demographics done";"demographic";4;"BRAC2_vertAL_1st300";"Consents given";"exp done";"demographics done";"country";"United Kingdom"
"355";"10";1590681350623;"28/05/2020 15:55:50";1590681347367;1;"28/05/2020 16:55:47";18619;2;"questionnaire-b579";NA;5180265;"5ebc6438748b21094bb167c9";1465518;NA;"complete";NA;"5ecfd248df851004e3d121fc";"computer";"Desktop or Laptop";"Mac OS 10.12.6";"Chrome 83.0.4103.61";"1920x1080";"1458x852";"demographics done";"demographic";4;"BRAC2_vertAL_1st300";"Consents given";"exp done";"demographics done";"education";"Bachelor degree"
"356";"11";1590681350623;"28/05/2020 15:55:50";1590681347367;1;"28/05/2020 16:55:47";18619;2;"questionnaire-b579";NA;5180265;"5ebc6438748b21094bb167c9";1465518;NA;"complete";NA;"5ecfd248df851004e3d121fc";"computer";"Desktop or Laptop";"Mac OS 10.12.6";"Chrome 83.0.4103.61";"1920x1080";"1458x852";"demographics done";"demographic";4;"BRAC2_vertAL_1st300";"Consents given";"exp done";"demographics done";"education-quantised";"5"
"357";"12";1590681350623;"28/05/2020 15:55:50";1590681347367;1;"28/05/2020 16:55:47";18619;2;"questionnaire-b579";NA;5180265;"5ebc6438748b21094bb167c9";1465518;NA;"complete";NA;"5ecfd248df851004e3d121fc";"computer";"Desktop or Laptop";"Mac OS 10.12.6";"Chrome 83.0.4103.61";"1920x1080";"1458x852";"demographics done";"demographic";4;"BRAC2_vertAL_1st300";"Consents given";"exp done";"demographics done";"psyKnowledge";"Not at all"
"358";"13";1590681350623;"28/05/2020 15:55:50";1590681347368;1;"28/05/2020 16:55:47";18619;2;"questionnaire-b579";NA;5180265;"5ebc6438748b21094bb167c9";1465518;NA;"complete";NA;"5ecfd248df851004e3d121fc";"computer";"Desktop or Laptop";"Mac OS 10.12.6";"Chrome 83.0.4103.61";"1920x1080";"1458x852";"demographics done";"demographic";4;"BRAC2_vertAL_1st300";"Consents given";"exp done";"demographics done";"psyKnowledge-quantised";"1"
"359";"14";1590681350623;"28/05/2020 15:55:50";1590681347368;1;"28/05/2020 16:55:47";18619;2;"questionnaire-b579";NA;5180265;"5ebc6438748b21094bb167c9";1465518;NA;"complete";NA;"5ecfd248df851004e3d121fc";"computer";"Desktop or Laptop";"Mac OS 10.12.6";"Chrome 83.0.4103.61";"1920x1080";"1458x852";"demographics done";"demographic";4;"BRAC2_vertAL_1st300";"Consents given";"exp done";"demographics done";"comment";""
"360";"15";1590681350623;"28/05/2020 15:55:50";1590681347368;1;"28/05/2020 16:55:47";18619;2;"questionnaire-b579";NA;5180265;"5ebc6438748b21094bb167c9";1465518;NA;"complete";NA;"5ecfd248df851004e3d121fc";"computer";"Desktop or Laptop";"Mac OS 10.12.6";"Chrome 83.0.4103.61";"1920x1080";"1458x852";"demographics done";"demographic";4;"BRAC2_vertAL_1st300";"Consents given";"exp done";"demographics done";"END QUESTIONNAIRE";"29660"
"361";"1";1590581558198;"27/05/2020 12:12:38";1590581557254;2;"27/05/2020 14:12:37";18619;2;"questionnaire-b579";NA;5155852;"5e2d8e0accad9c386b566154";1458054;NA;"complete";NA;"5ece50ec52564820c8088f81";"computer";"Desktop or Laptop";"Windows 10";"Chrome 81.0.4044.138";"1536x864";"1536x754";"demographics done";"demographic";4;"BRAC2_horiAA_1st300";"Consents given";"exp done";"demographics done";"BEGIN QUESTIONNAIRE";""
"362";"2";1590581612079;"27/05/2020 12:13:32";1590581611179;2;"27/05/2020 14:13:31";18619;2;"questionnaire-b579";NA;5155852;"5e2d8e0accad9c386b566154";1458054;NA;"complete";NA;"5ece50ec52564820c8088f81";"computer";"Desktop or Laptop";"Windows 10";"Chrome 81.0.4044.138";"1536x864";"1519x754";"demographics done";"demographic";4;"BRAC2_horiAA_1st300";"Consents given";"exp done";"demographics done";"sex";"male"
"363";"3";1590581612173;"27/05/2020 12:13:32";1590581611182;2;"27/05/2020 14:13:31";18619;2;"questionnaire-b579";NA;5155852;"5e2d8e0accad9c386b566154";1458054;NA;"complete";NA;"5ece50ec52564820c8088f81";"computer";"Desktop or Laptop";"Windows 10";"Chrome 81.0.4044.138";"1536x864";"1519x754";"demographics done";"demographic";4;"BRAC2_horiAA_1st300";"Consents given";"exp done";"demographics done";"sex-quantised";"1"
"364";"4";1590581612173;"27/05/2020 12:13:32";1590581611182;2;"27/05/2020 14:13:31";18619;2;"questionnaire-b579";NA;5155852;"5e2d8e0accad9c386b566154";1458054;NA;"complete";NA;"5ece50ec52564820c8088f81";"computer";"Desktop or Laptop";"Windows 10";"Chrome 81.0.4044.138";"1536x864";"1519x754";"demographics done";"demographic";4;"BRAC2_horiAA_1st300";"Consents given";"exp done";"demographics done";"age";"27"
"365";"5";1590581612173;"27/05/2020 12:13:32";1590581611182;2;"27/05/2020 14:13:31";18619;2;"questionnaire-b579";NA;5155852;"5e2d8e0accad9c386b566154";1458054;NA;"complete";NA;"5ece50ec52564820c8088f81";"computer";"Desktop or Laptop";"Windows 10";"Chrome 81.0.4044.138";"1536x864";"1519x754";"demographics done";"demographic";4;"BRAC2_horiAA_1st300";"Consents given";"exp done";"demographics done";"response-2";"right-handed"
"366";"6";1590581612173;"27/05/2020 12:13:32";1590581611182;2;"27/05/2020 14:13:31";18619;2;"questionnaire-b579";NA;5155852;"5e2d8e0accad9c386b566154";1458054;NA;"complete";NA;"5ece50ec52564820c8088f81";"computer";"Desktop or Laptop";"Windows 10";"Chrome 81.0.4044.138";"1536x864";"1519x754";"demographics done";"demographic";4;"BRAC2_horiAA_1st300";"Consents given";"exp done";"demographics done";"response-2-quantised";"1"
"367";"7";1590581612173;"27/05/2020 12:13:32";1590581611182;2;"27/05/2020 14:13:31";18619;2;"questionnaire-b579";NA;5155852;"5e2d8e0accad9c386b566154";1458054;NA;"complete";NA;"5ece50ec52564820c8088f81";"computer";"Desktop or Laptop";"Windows 10";"Chrome 81.0.4044.138";"1536x864";"1519x754";"demographics done";"demographic";4;"BRAC2_horiAA_1st300";"Consents given";"exp done";"demographics done";"response-2-text";""
"368";"8";1590581612173;"27/05/2020 12:13:32";1590581611182;2;"27/05/2020 14:13:31";18619;2;"questionnaire-b579";NA;5155852;"5e2d8e0accad9c386b566154";1458054;NA;"complete";NA;"5ece50ec52564820c8088f81";"computer";"Desktop or Laptop";"Windows 10";"Chrome 81.0.4044.138";"1536x864";"1519x754";"demographics done";"demographic";4;"BRAC2_horiAA_1st300";"Consents given";"exp done";"demographics done";"response-3";"Poland"
"369";"9";1590581612173;"27/05/2020 12:13:32";1590581611183;2;"27/05/2020 14:13:31";18619;2;"questionnaire-b579";NA;5155852;"5e2d8e0accad9c386b566154";1458054;NA;"complete";NA;"5ece50ec52564820c8088f81";"computer";"Desktop or Laptop";"Windows 10";"Chrome 81.0.4044.138";"1536x864";"1519x754";"demographics done";"demographic";4;"BRAC2_horiAA_1st300";"Consents given";"exp done";"demographics done";"country";"Poland"
"370";"10";1590581612173;"27/05/2020 12:13:32";1590581611183;2;"27/05/2020 14:13:31";18619;2;"questionnaire-b579";NA;5155852;"5e2d8e0accad9c386b566154";1458054;NA;"complete";NA;"5ece50ec52564820c8088f81";"computer";"Desktop or Laptop";"Windows 10";"Chrome 81.0.4044.138";"1536x864";"1519x754";"demographics done";"demographic";4;"BRAC2_horiAA_1st300";"Consents given";"exp done";"demographics done";"education";"Master degree"
"371";"11";1590581612173;"27/05/2020 12:13:32";1590581611183;2;"27/05/2020 14:13:31";18619;2;"questionnaire-b579";NA;5155852;"5e2d8e0accad9c386b566154";1458054;NA;"complete";NA;"5ece50ec52564820c8088f81";"computer";"Desktop or Laptop";"Windows 10";"Chrome 81.0.4044.138";"1536x864";"1519x754";"demographics done";"demographic";4;"BRAC2_horiAA_1st300";"Consents given";"exp done";"demographics done";"education-quantised";"6"
"372";"12";1590581612173;"27/05/2020 12:13:32";1590581611183;2;"27/05/2020 14:13:31";18619;2;"questionnaire-b579";NA;5155852;"5e2d8e0accad9c386b566154";1458054;NA;"complete";NA;"5ece50ec52564820c8088f81";"computer";"Desktop or Laptop";"Windows 10";"Chrome 81.0.4044.138";"1536x864";"1519x754";"demographics done";"demographic";4;"BRAC2_horiAA_1st300";"Consents given";"exp done";"demographics done";"psyKnowledge";"I've studied at least one of these disciplines (school or university)"
"373";"13";1590581612173;"27/05/2020 12:13:32";1590581611184;2;"27/05/2020 14:13:31";18619;2;"questionnaire-b579";NA;5155852;"5e2d8e0accad9c386b566154";1458054;NA;"complete";NA;"5ece50ec52564820c8088f81";"computer";"Desktop or Laptop";"Windows 10";"Chrome 81.0.4044.138";"1536x864";"1519x754";"demographics done";"demographic";4;"BRAC2_horiAA_1st300";"Consents given";"exp done";"demographics done";"psyKnowledge-quantised";"3"
"374";"14";1590581612173;"27/05/2020 12:13:32";1590581611184;2;"27/05/2020 14:13:31";18619;2;"questionnaire-b579";NA;5155852;"5e2d8e0accad9c386b566154";1458054;NA;"complete";NA;"5ece50ec52564820c8088f81";"computer";"Desktop or Laptop";"Windows 10";"Chrome 81.0.4044.138";"1536x864";"1519x754";"demographics done";"demographic";4;"BRAC2_horiAA_1st300";"Consents given";"exp done";"demographics done";"comment";""
"375";"15";1590581612173;"27/05/2020 12:13:32";1590581611184;2;"27/05/2020 14:13:31";18619;2;"questionnaire-b579";NA;5155852;"5e2d8e0accad9c386b566154";1458054;NA;"complete";NA;"5ece50ec52564820c8088f81";"computer";"Desktop or Laptop";"Windows 10";"Chrome 81.0.4044.138";"1536x864";"1519x754";"demographics done";"demographic";4;"BRAC2_horiAA_1st300";"Consents given";"exp done";"demographics done";"END QUESTIONNAIRE";"53930"
"376";"1";1590581041670;"27/05/2020 12:04:01";1590581041455;1;"27/05/2020 13:04:01";18619;2;"questionnaire-b579";NA;5155696;"5e7e45b8f0320e0897cf5048";1458041;NA;"complete";NA;"5ece50a6807bc31e782890bc";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1536x722";"demographics done";"demographic";4;"BRAC2_vertAA_1st300";"Consents given";"exp done";"demographics done";"BEGIN QUESTIONNAIRE";""
"377";"2";1590581075201;"27/05/2020 12:04:35";1590581075012;1;"27/05/2020 13:04:35";18619;2;"questionnaire-b579";NA;5155696;"5e7e45b8f0320e0897cf5048";1458041;NA;"complete";NA;"5ece50a6807bc31e782890bc";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1519x722";"demographics done";"demographic";4;"BRAC2_vertAA_1st300";"Consents given";"exp done";"demographics done";"sex";"male"
"378";"3";1590581075279;"27/05/2020 12:04:35";1590581075014;1;"27/05/2020 13:04:35";18619;2;"questionnaire-b579";NA;5155696;"5e7e45b8f0320e0897cf5048";1458041;NA;"complete";NA;"5ece50a6807bc31e782890bc";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1519x722";"demographics done";"demographic";4;"BRAC2_vertAA_1st300";"Consents given";"exp done";"demographics done";"sex-quantised";"1"
"379";"4";1590581075279;"27/05/2020 12:04:35";1590581075014;1;"27/05/2020 13:04:35";18619;2;"questionnaire-b579";NA;5155696;"5e7e45b8f0320e0897cf5048";1458041;NA;"complete";NA;"5ece50a6807bc31e782890bc";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1519x722";"demographics done";"demographic";4;"BRAC2_vertAA_1st300";"Consents given";"exp done";"demographics done";"age";"19"
"380";"5";1590581075279;"27/05/2020 12:04:35";1590581075015;1;"27/05/2020 13:04:35";18619;2;"questionnaire-b579";NA;5155696;"5e7e45b8f0320e0897cf5048";1458041;NA;"complete";NA;"5ece50a6807bc31e782890bc";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1519x722";"demographics done";"demographic";4;"BRAC2_vertAA_1st300";"Consents given";"exp done";"demographics done";"response-2";"left-handed"
"381";"6";1590581075279;"27/05/2020 12:04:35";1590581075015;1;"27/05/2020 13:04:35";18619;2;"questionnaire-b579";NA;5155696;"5e7e45b8f0320e0897cf5048";1458041;NA;"complete";NA;"5ece50a6807bc31e782890bc";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1519x722";"demographics done";"demographic";4;"BRAC2_vertAA_1st300";"Consents given";"exp done";"demographics done";"response-2-quantised";"2"
"382";"7";1590581075279;"27/05/2020 12:04:35";1590581075015;1;"27/05/2020 13:04:35";18619;2;"questionnaire-b579";NA;5155696;"5e7e45b8f0320e0897cf5048";1458041;NA;"complete";NA;"5ece50a6807bc31e782890bc";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1519x722";"demographics done";"demographic";4;"BRAC2_vertAA_1st300";"Consents given";"exp done";"demographics done";"response-2-text";""
"383";"8";1590581075279;"27/05/2020 12:04:35";1590581075015;1;"27/05/2020 13:04:35";18619;2;"questionnaire-b579";NA;5155696;"5e7e45b8f0320e0897cf5048";1458041;NA;"complete";NA;"5ece50a6807bc31e782890bc";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1519x722";"demographics done";"demographic";4;"BRAC2_vertAA_1st300";"Consents given";"exp done";"demographics done";"response-3";"Portuguese"
"384";"9";1590581075279;"27/05/2020 12:04:35";1590581075015;1;"27/05/2020 13:04:35";18619;2;"questionnaire-b579";NA;5155696;"5e7e45b8f0320e0897cf5048";1458041;NA;"complete";NA;"5ece50a6807bc31e782890bc";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1519x722";"demographics done";"demographic";4;"BRAC2_vertAA_1st300";"Consents given";"exp done";"demographics done";"country";"Portugal"
"385";"10";1590581075279;"27/05/2020 12:04:35";1590581075015;1;"27/05/2020 13:04:35";18619;2;"questionnaire-b579";NA;5155696;"5e7e45b8f0320e0897cf5048";1458041;NA;"complete";NA;"5ece50a6807bc31e782890bc";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1519x722";"demographics done";"demographic";4;"BRAC2_vertAA_1st300";"Consents given";"exp done";"demographics done";"education";"High school diploma"
