"pp";"counterbalance";"blockNum";"trialNum";"rt";"Response";"Attempt";"error";"Timed.Out";"ANSWER";"cuecolor";"framecolor";"task";"stimulus";"cocoa";"task_R";"ANSWER_R";"cuecolor_R";"error_R";"prolific";"age";"sex";"psyKnowledge";"education";"handedness";"motherTongue";"country"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";0;86;694,745000015246;"L";1;0;NA;"L";"blue";"black";"magnit";8;300;0;1;1;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";0;87;710,049999994226;"A";1;0;NA;"A";"blue";"black";"parity";1;300;1;1;0;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";0;88;1402,10499998648;"L";1;0;NA;"L";"red";"black";"magnit";7;300;1;1;1;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";0;89;582,170000008773;"A";1;0;NA;"A";"red";"black";"magnit";3;300;0;1;0;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";0;90;1418,83499998949;"L";1;0;NA;"L";"red";"black";"parity";6;300;1;1;0;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";0;91;733,344999986002;"A";1;0;NA;"A";"blue";"black";"magnit";4;300;1;1;1;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";0;92;532,474999985425;"A";1;0;NA;"A";"blue";"black";"magnit";1;300;0;0;0;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";0;93;1514,31999998749;"L";1;0;NA;"L";"red";"black";"parity";2;300;1;1;1;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";0;94;657,594999996945;"A";1;0;NA;"A";"red";"black";"magnit";4;300;1;1;0;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";0;95;1019,12000001175;"L";1;0;NA;"L";"red";"black";"parity";2;300;1;1;0;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;0;1137,32999999775;"A";1;0;NA;"A";"blue";"black";"magnit";1;0;99;99;99;99;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;1;1291,97500000009;"A";1;0;NA;"A";"blue";"black";"parity";7;0;1;0;0;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;2;712,284999986878;"L";1;0;NA;"L";"blue";"black";"parity";2;0;0;1;0;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;3;640,929999994114;"A";1;0;NA;"A";"blue";"black";"parity";7;0;0;1;0;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;4;532,594999996945;"A";1;0;NA;"A";"red";"black";"magnit";2;0;1;0;1;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;5;655,575000011595;"L";1;0;NA;"L";"red";"black";"magnit";8;0;0;1;0;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;6;982,020000024932;"A";1;0;NA;"A";"red";"black";"magnit";1;0;0;1;0;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;7;1695,9649999917;"L";1;0;NA;"L";"red";"black";"parity";4;0;1;1;0;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;8;688,204999984009;"L";1;0;NA;"L";"blue";"black";"magnit";6;0;1;0;1;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;9;1192,96000001486;"A";1;0;NA;"A";"blue";"black";"parity";9;0;1;1;0;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;10;505,095000000438;"L";1;0;NA;"L";"red";"black";"magnit";8;0;1;1;1;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;11;489,505000005011;"A";1;0;NA;"A";"red";"black";"magnit";3;0;0;1;0;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;12;1515,36000001943;"L";1;0;NA;"L";"blue";"black";"parity";8;0;1;1;1;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;13;1013,63999999012;"A";1;0;NA;"A";"red";"black";"magnit";1;0;1;1;1;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;14;1419,38000000664;"A";1;0;NA;"A";"red";"black";"parity";9;0;1;0;0;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;15;682,095000025583;"A";1;0;NA;"A";"blue";"black";"magnit";3;0;1;0;1;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;16;549,694999994244;"A";1;0;NA;"A";"red";"black";"magnit";2;0;0;0;1;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;17;1388,7049999903;"L";1;0;NA;"L";"red";"black";"parity";8;0;1;1;0;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;18;628,445000009378;"L";1;0;NA;"L";"red";"black";"parity";6;0;0;0;0;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;19;817,995000019437;"A";1;0;NA;"A";"blue";"black";"parity";9;0;0;1;1;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;20;620,519999996759;"L";1;0;NA;"L";"blue";"black";"magnit";8;0;1;1;0;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;21;711,150000017369;"A";1;0;NA;"A";"red";"black";"magnit";4;0;0;1;1;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;22;573,46499999403;"L";1;0;NA;"L";"red";"black";"magnit";7;0;0;1;0;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;23;491,279999987455;"A";1;0;NA;"A";"blue";"black";"magnit";2;0;0;1;1;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;24;961,100000014994;"A";1;0;NA;"A";"red";"black";"parity";1;0;1;0;1;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;25;628,850000008242;"L";1;0;NA;"L";"blue";"black";"parity";2;0;0;1;1;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;26;1283,30000001006;"A";1;0;NA;"A";"blue";"black";"magnit";1;0;1;1;0;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;27;899,250000016764;"L";1;1;NA;"A";"red";"black";"magnit";4;0;0;0;1;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;28;1016,02000001003;"A";1;0;NA;"A";"blue";"black";"magnit";2;0;0;0;1;1;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;29;810,199999978067;"L";1;0;NA;"L";"red";"black";"magnit";6;0;0;1;1;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;30;677,644999988843;"L";1;0;NA;"L";"red";"black";"magnit";9;0;0;0;0;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;31;550,33500000718;"A";1;0;NA;"A";"blue";"black";"magnit";2;0;0;1;1;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;32;960,565000015777;"A";1;0;NA;"A";"blue";"black";"parity";3;0;1;0;0;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;33;663,264999981038;"A";1;0;NA;"A";"red";"black";"magnit";2;0;1;0;1;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;34;753,154999983963;"L";1;0;NA;"L";"blue";"black";"magnit";9;0;0;1;1;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;35;1166,62999999244;"A";1;0;NA;"A";"red";"black";"parity";7;0;1;1;1;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;36;708,095000009052;"L";1;0;NA;"L";"blue";"black";"parity";6;0;0;1;1;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;37;1112,5699999975;"L";1;0;NA;"L";"blue";"black";"magnit";7;0;1;0;0;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;38;935,794999997597;"A";1;0;NA;"A";"blue";"black";"magnit";4;0;0;1;0;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;39;1312,2699999949;"A";1;0;NA;"A";"red";"black";"parity";3;0;1;0;1;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;40;1544,92999997456;"L";1;0;NA;"L";"blue";"black";"magnit";6;0;1;1;1;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;41;737,255000014557;"A";1;0;NA;"A";"red";"black";"parity";1;0;1;1;1;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;42;981,85999999987;"L";1;0;NA;"L";"blue";"black";"magnit";7;0;1;1;1;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;43;1199,06500002253;"A";1;0;NA;"A";"blue";"black";"parity";1;0;1;1;0;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;44;648,875000013504;"L";1;0;NA;"L";"red";"black";"magnit";9;0;1;1;1;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;45;937,39999999525;"A";1;0;NA;"A";"blue";"black";"parity";7;0;1;1;1;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;46;1417,22999999183;"A";1;0;NA;"A";"blue";"black";"parity";3;0;0;0;0;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;47;658,475000003818;"L";1;0;NA;"L";"blue";"black";"parity";6;0;0;1;0;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;48;520,380000001751;"A";1;0;NA;"A";"blue";"black";"magnit";1;0;1;1;0;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;49;872,794999973848;"L";1;0;NA;"L";"blue";"black";"parity";4;0;1;1;0;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;50;604,475000000093;"A";1;0;NA;"A";"blue";"black";"magnit";3;0;1;1;0;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;51;539,254999981495;"L";1;0;NA;"L";"blue";"black";"magnit";8;0;0;1;0;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;52;524,910000007367;"A";1;0;NA;"A";"blue";"black";"magnit";4;0;0;1;0;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;53;738,129999983357;"A";1;0;NA;"A";"red";"black";"parity";3;0;1;0;1;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;54;657,405000005383;"L";1;0;NA;"L";"blue";"black";"parity";2;0;0;1;1;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;55;579,360000003362;"A";1;0;NA;"A";"blue";"black";"parity";3;0;0;1;0;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;56;623,374999995576;"L";1;0;NA;"L";"blue";"black";"parity";8;0;0;1;0;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;57;758,884999988368;"A";1;0;NA;"A";"red";"black";"parity";9;0;0;1;1;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;58;650,620000000345;"L";1;0;NA;"L";"blue";"black";"parity";8;0;0;1;1;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;59;594,884999998612;"A";1;0;NA;"A";"red";"black";"parity";3;0;0;1;1;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;60;641,774999996414;"L";1;0;NA;"L";"blue";"black";"magnit";9;0;1;1;1;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;61;754,534999985481;"L";1;0;NA;"L";"blue";"black";"parity";6;0;1;0;0;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;62;762,905000010505;"L";1;0;NA;"L";"blue";"black";"parity";4;0;0;0;0;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;63;795,095000008587;"A";1;0;NA;"A";"blue";"black";"parity";9;0;0;1;0;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;64;713,630000012927;"L";1;0;NA;"L";"red";"black";"magnit";6;0;1;1;1;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;65;613,175000005867;"L";1;0;NA;"L";"blue";"black";"magnit";7;0;0;0;1;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;66;573,139999993145;"A";1;0;NA;"A";"red";"black";"magnit";3;0;0;1;1;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;67;805,744999990566;"L";1;0;NA;"L";"red";"black";"parity";4;0;1;1;0;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;68;536,679999990156;"A";1;0;NA;"A";"blue";"black";"magnit";3;0;1;1;1;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;69;738,205000001471;"L";1;0;NA;"L";"red";"black";"parity";6;0;1;1;1;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;70;846,870000008494;"A";1;0;NA;"A";"red";"black";"parity";7;0;0;1;0;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;71;642,19499999308;"A";1;0;NA;"A";"blue";"black";"parity";1;0;0;0;1;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;72;667,225000011967;"L";1;0;NA;"L";"blue";"black";"magnit";9;0;1;1;0;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;73;603,925000003073;"A";1;0;NA;"A";"red";"black";"parity";1;0;1;1;1;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;74;664,940000016941;"L";1;0;NA;"L";"red";"black";"parity";2;0;0;1;0;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;75;741,905000002589;"L";1;0;NA;"L";"red";"black";"parity";4;0;0;0;0;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;76;1095,59500002069;"A";1;1;NA;"L";"red";"black";"magnit";7;0;1;0;0;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;77;1105,16999999527;"L";1;0;NA;"L";"red";"black";"magnit";8;0;0;0;0;1;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;78;911,590000003343;"L";1;0;NA;"L";"blue";"black";"parity";4;0;1;0;1;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;79;1002,994999988;"A";1;0;NA;"A";"blue";"black";"parity";1;0;0;1;0;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;80;785,880000010366;"A";1;0;NA;"A";"red";"black";"parity";7;0;0;0;1;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;81;670,329999993555;"L";1;0;NA;"L";"red";"black";"parity";2;0;0;1;0;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;82;741,620000015246;"A";1;0;NA;"A";"red";"black";"magnit";4;0;1;1;0;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;83;671,000000002095;"L";1;0;NA;"L";"red";"black";"magnit";6;0;0;1;0;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;84;1176,23499999172;"A";1;0;NA;"A";"red";"black";"parity";9;0;1;1;0;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;85;1340,41000000434;"A";1;0;NA;"A";"red";"black";"magnit";1;0;1;0;0;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;86;672,885000007227;"L";1;0;NA;"L";"blue";"black";"magnit";8;0;0;1;1;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;87;581,334999995306;"L";1;0;NA;"L";"red";"black";"magnit";9;0;0;0;1;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;88;649,340000003576;"A";1;0;NA;"A";"blue";"black";"magnit";4;0;0;1;1;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;89;881,999999983236;"L";1;0;NA;"L";"red";"black";"parity";2;0;1;1;1;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;90;721,780000021681;"L";1;0;NA;"L";"red";"black";"parity";8;0;0;0;0;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;91;663,759999995818;"L";1;0;NA;"L";"blue";"black";"magnit";6;0;1;0;1;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;92;972,535000008065;"L";1;0;NA;"L";"red";"black";"parity";8;0;1;0;1;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;93;709,434999997029;"L";1;0;NA;"L";"red";"black";"magnit";7;0;1;0;0;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;94;617,995000007795;"A";1;0;NA;"A";"red";"black";"magnit";3;0;0;1;0;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";1;95;1151,97999999509;"L";1;0;NA;"L";"red";"black";"parity";6;0;1;1;0;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";2;0;1044,28999999072;"L";1;0;NA;"L";"red";"black";"magnit";8;300;99;99;99;99;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";2;1;889,90000000922;"A";1;1;NA;"L";"red";"black";"parity";4;300;1;0;0;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";2;2;1299,4100000069;"A";1;0;NA;"A";"blue";"black";"parity";7;300;0;1;1;1;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";2;3;1111,4649999945;"L";1;0;NA;"L";"red";"black";"magnit";6;300;1;1;1;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";2;4;2499,37;NA;NA;1;1;"L";"blue";"black";"magnit";7;300;0;0;1;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";2;5;1467,69499999937;"A";1;0;NA;"A";"red";"black";"magnit";4;300;0;1;1;1;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";2;6;1679,92999998387;"A";1;0;NA;"A";"red";"black";"parity";7;300;1;0;0;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
"5e6babd0d0031115b8a7bbbf";"BRAC1_horiLA_1st300";2;7;1657,47499998542;"A";1;1;NA;"L";"blue";"black";"parity";2;300;0;1;1;0;1;"24";"female";"Not at all";"Bachelor degree";"right-handed";"English";"Australia"
